qseqid,Orthogroup
138278,OG0009898
138281,OG0000105
138282,OG0000786
138284,OG0000323
138285,OG0000384
138286,OG0003589
138288,OG0116782
138290,OG0022661
138295,OG0001160
138300,OG0000212
138304,OG0001680
138306,OG0003258
138307,OG0097642
138308,OG0003374
138311,OG0000425
138319,OG0001338
138322,OG0002208
138328,OG0116783
138337,OG0000078
138338,OG0000720
138342,OG0481222
138343,OG0001484
138345,OG0016129
138352,OG0010201
138356,OG0481227
138361,OG0183915
138363,OG0000830
138364,OG0003196
138365,OG0001516
138370,OG0010968
138371,OG0250803
138372,OG0004491
138376,OG0001891
138377,OG0097650
138379,OG0143822
138382,OG0002696
138383,OG0005480
138386,OG0002332
138391,OG0002502
138393,OG0481231
138396,OG0183916
138402,OG0026579
138404,OG0029203
138405,OG0029203
138406,OG0143826
138407,OG0043197
138408,OG0043197
138411,OG0481242
138414,OG0481245
138416,OG0000247
138417,OG0000889
138427,OG0083783
138428,OG0000268
138429,OG0116795
138430,OG0007738
138431,OG0003681
138432,OG0029138
138433,OG0030797
138437,OG0011667
138442,OG0037157
138448,OG0000153
138449,OG0047033
138450,OG0000202
138451,OG0003293
138457,OG0116798
138458,OG0016100
138463,OG0010025
138464,OG0057363
138477,OG0013034
138480,OG0027746
138485,OG0000254
138486,OG0029171
138489,OG0001024
138494,OG0096733
138499,OG0012106
1385,OG0057321
138501,OG0097655
138504,OG0002651
138505,OG0001378
138507,OG0003403
138508,OG0043198
138510,OG0481267
138511,OG0481271
138515,OG0047036
138522,OG0000699
138523,OG0001595
138526,OG0006795
138527,OG0000498
138531,OG0481274
138533,OG0002816
138537,OG0004402
138538,OG0001890
138540,OG0000467
138544,OG0003036
138545,OG0000388
138546,OG0481278
138548,OG0014107
138549,OG0250810
138550,OG0005205
138555,OG0006201
138558,OG0002093
138561,OG0481286
138563,OG0039986
138573,OG0001633
138580,OG0000234
138585,OG0000353
138588,OG0003452
138593,OG0001692
138595,OG0025378
138597,OG0481300
138599,OG0002421
138600,OG0097659
138602,OG0002970
138603,OG0008464
138606,OG0002276
138609,OG0007332
138611,OG0000099
138612,OG0004093
138613,OG0018053
138615,OG0064399
138617,OG0097660
138620,OG0057366
138623,OG0030799
138626,OG0481307
138630,OG0019434
138639,OG0002428
138640,OG0481309
138642,OG0003004
138644,OG0029206
138645,OG0003287
138646,OG0083791
138654,OG0000843
138657,OG0013690
138664,OG0043139
138666,OG0003038
138669,OG0002273
138670,OG0057075
138673,OG0097664
138676,OG0051693
138683,OG0116805
138684,OG0039987
138686,OG0006411
138687,OG0143838
138691,OG0017026
138696,OG0004708
138697,OG0000051
138698,OG0057367
138699,OG0037162
138701,OG0000153
138703,OG0000027
138706,OG0481319
138707,OG0003036
138709,OG0025401
138710,OG0013033
138711,OG0026272
138714,OG0003234
138717,OG0012279
138719,OG0481320
138721,OG0005533
138723,OG0004372
138724,OG0004372
138726,OG0047041
138729,OG0002137
138732,OG0015736
138736,OG0000075
138739,OG0057369
138743,OG0481325
138744,OG0481326
138750,OG0097668
138751,OG0000202
138754,OG0003869
138757,OG0064404
138764,OG0000639
138765,OG0001029
138767,OG0008925
138776,OG0064406
138778,OG0000272
138785,OG0000138
138787,OG0002703
138788,OG0019953
138790,OG0000010
138794,OG0057371
138795,OG0481334
138797,OG0006528
138799,OG0143842
138803,OG0000400
138804,OG0083798
138805,OG0000143
138806,OG0001948
138808,OG0001725
138811,OG0003786
138814,OG0001343
138816,OG0006402
138819,OG0002013
138820,OG0023485
138823,OG0002891
138824,OG0002765
138825,OG0037167
138828,OG0002879
138831,OG0001627
138834,OG0004079
138835,OG0025039
138840,OG0481345
138844,OG0000006
138845,OG0001540
138847,OG0481347
138849,OG0003666
138850,OG0002600
138851,OG0001457
138852,OG0004877
138856,OG0009161
138858,OG0481352
138860,OG0083801
138862,OG0481356
138864,OG0000061
138865,OG0034775
138869,OG0481358
138874,OG0006968
138875,OG0000137
138882,OG0097675
138885,OG0019282
138887,OG0015735
138888,OG0002138
138889,OG0007284
138890,OG0000436
138891,OG0001206
138892,OG0004254
138893,OG0005303
138894,OG0002746
138898,OG0001489
1389,OG0116710
138901,OG0481362
138903,OG0064409
138909,OG0037168
138911,OG0037168
138913,OG0000435
138914,OG0083803
138915,OG0002561
138916,OG0097678
138917,OG0011670
138923,OG0003522
138925,OG0000029
138926,OG0000187
138928,OG0005094
138929,OG0000060
138931,OG0481366
138935,OG0003385
138938,OG0034739
138946,OG0001917
138947,OG0000190
138949,OG0000053
138951,OG0008704
138952,OG0003032
138955,OG0481372
138958,OG0001450
138959,OG0002515
138962,OG0002007
138965,OG0481374
138966,OG0000551
138972,OG0097683
138974,OG0001802
138975,OG0097684
138980,OG0000477
138982,OG0116821
138984,OG0014694
138985,OG0027749
138987,OG0011392
138988,OG0183939
138992,OG0002985
138994,OG0003061
138995,OG0002454
138997,OG0000594
138998,OG0009229
139003,OG0004137
139005,OG0001623
139006,OG0007155
139007,OG0039989
139011,OG0481397
139017,OG0009161
139023,OG0002300
139025,OG0039990
139026,OG0481403
139027,OG0481404
139028,OG0481406
139030,OG0002047
139034,OG0001771
139035,OG0000817
139036,OG0000927
139037,OG0001051
139040,OG0009937
139041,OG0000908
139044,OG0000125
139054,OG0000382
139055,OG0000514
139056,OG0481413
139058,OG0057265
139062,OG0001650
139063,OG0000165
139066,OG0008239
139071,OG0250831
139072,OG0002041
139073,OG0000376
139074,OG0034777
139075,OG0097689
139077,OG0003005
139080,OG0047048
139081,OG0002035
139084,OG0097690
139086,OG0000361
139089,OG0002430
139090,OG0019267
139091,OG0016114
139092,OG0097692
139094,OG0000323
139095,OG0046960
139097,OG0000695
139099,OG0051702
139101,OG0481427
139104,OG0001589
139106,OG0000070
139108,OG0001576
139111,OG0116810
139114,OG0002566
139119,OG0481430
139122,OG0001327
139125,OG0002212
139127,OG0002881
139128,OG0000047
139129,OG0001304
139130,OG0250837
139134,OG0002655
139137,OG0097698
139141,OG0183944
139142,OG0003304
139143,OG0047049
139145,OG0481435
139149,OG0024357
139151,OG0481437
139152,OG0481439
139154,OG0001883
139156,OG0001159
139157,OG0016776
139161,OG0000027
139163,OG0072881
139164,OG0003960
139165,OG0001990
139168,OG0002192
139169,OG0000163
139170,OG0032667
139171,OG0000378
139175,OG0001077
139176,OG0005155
139178,OG0022624
139179,OG0025424
139180,OG0025424
139182,OG0006300
139183,OG0006283
139191,OG0003060
139193,OG0034726
139197,OG0039992
139198,OG0001921
1392,OG0007863
139201,OG0000381
139206,OG0005415
139209,OG0000145
139212,OG0006600
139221,OG0003959
139223,OG0051541
139224,OG0064418
139225,OG0001103
139230,OG0047054
139232,OG0047054
139233,OG0083819
139234,OG0083819
139241,OG0018009
139242,OG0002423
139244,OG0000251
139246,OG0029210
139247,OG0000076
139248,OG0002246
139252,OG0002795
139254,OG0481462
139257,OG0014690
139266,OG0481468
139270,OG0002717
139271,OG0027794
139272,OG0000444
139273,OG0143861
139274,OG0073120
139277,OG0043204
139280,OG0016561
139283,OG0000201
139287,OG0000144
139292,OG0017517
139299,OG0064420
139305,OG0029211
139320,OG0003629
139322,OG0481480
139323,OG0018628
139328,OG0001767
139330,OG0026583
139333,OG0014873
139335,OG0009006
139336,OG0481485
139337,OG0000284
139341,OG0000481
139345,OG0043205
139347,OG0002004
139349,OG0002099
139352,OG0001805
139354,OG0001656
139356,OG0000932
139357,OG0013514
139362,OG0043206
139364,OG0003423
139372,OG0481498
139374,OG0027750
139375,OG0004551
139378,OG0000301
139379,OG0064421
139381,OG0097715
139382,OG0481502
139386,OG0097716
139387,OG0009118
139388,OG0004753
139389,OG0073123
139391,OG0000290
139393,OG0481508
139396,OG0000680
139399,OG0003174
139404,OG0116843
139405,OG0002234
139406,OG0000201
139407,OG0000201
139422,OG0024351
139427,OG0000855
139428,OG0481514
139430,OG0001195
139433,OG0001668
139435,OG0043208
139437,OG0000806
139439,OG0097726
139443,OG0001573
139447,OG0055391
139448,OG0057381
139449,OG0073125
139450,OG0000692
139453,OG0004296
139455,OG0001631
139456,OG0001882
139458,OG0018034
139459,OG0001395
139460,OG0004481
139461,OG0073126
139462,OG0003445
139465,OG0043120
139467,OG0001086
139468,OG0002508
139474,OG0083829
139475,OG0481520
139479,OG0008473
139481,OG0002785
139485,OG0000706
139486,OG0003072
139491,OG0000000
139494,OG0000793
139498,OG0001378
139505,OG0000542
139506,OG0000126
139509,OG0000838
139510,OG0481526
139511,OG0010160
139512,OG0018621
139517,OG0004248
139521,OG0051711
139522,OG0097124
139526,OG0004980
139530,OG0481531
139531,OG0000655
139544,OG0250859
139547,OG0000050
139548,OG0018011
139551,OG0481535
139554,OG0003397
139555,OG0000800
139557,OG0020788
139562,OG0002108
139563,OG0022634
139565,OG0000315
139566,OG0481540
139572,OG0481541
139576,OG0002852
139577,OG0030802
139580,OG0001937
139586,OG0000727
139587,OG0001889
139589,OG0006606
139592,OG0043141
139593,OG0000375
139598,OG0000223
139603,OG0001828
139610,OG0481548
139611,OG0003146
139613,OG0001262
139617,OG0004322
139621,OG0116852
139624,OG0143868
139625,OG0116853
139626,OG0000088
139627,OG0057067
139629,OG0001614
139630,OG0097732
139639,OG0481550
139641,OG0481551
139644,OG0047061
139645,OG0047061
139646,OG0043213
139649,OG0001349
139652,OG0002490
139660,OG0010971
139662,OG0019971
139664,OG0005534
139668,OG0000400
139677,OG0002958
139678,OG0001241
139681,OG0083832
139685,OG0024387
139686,OG0000231
139689,OG0481559
139691,OG0481561
139695,OG0032612
139696,OG0024346
139697,OG0002789
139698,OG0002724
139699,OG0064430
139700,OG0481563
139701,OG0481565
139711,OG0013638
139713,OG0002527
139715,OG0000136
139718,OG0000693
139719,OG0481568
139724,OG0019942
139726,OG0000097
139729,OG0002130
139732,OG0002695
139738,OG0047063
139739,OG0000098
139740,OG0018619
139742,OG0003494
139744,OG0005654
139747,OG0000465
139750,OG0000227
139751,OG0001413
139753,OG0097739
139754,OG0000042
139755,OG0043214
139758,OG0000822
139765,OG0057394
139766,OG0005107
139768,OG0005254
139769,OG0000039
139770,OG0043217
139771,OG0025367
139772,OG0002435
139776,OG0003346
139778,OG0002154
139779,OG0057395
139780,OG0010113
139782,OG0002638
139784,OG0043218
139785,OG0000154
139786,OG0006021
139787,OG0012497
139788,OG0001991
139789,OG0025412
139790,OG0000041
139791,OG0025431
139795,OG0005175
139796,OG0042779
139799,OG0002330
139801,OG0001040
139802,OG0000574
139803,OG0002478
139807,OG0481587
139810,OG0481590
139812,OG0003877
139813,OG0039879
139817,OG0007188
139818,OG0000064
139819,OG0057397
139820,OG0015370
139823,OG0029212
139826,OG0039998
139828,OG0011498
139830,OG0011498
139831,OG0005541
139837,OG0000239
139841,OG0002894
139844,OG0047066
139847,OG0001665
139848,OG0024339
139849,OG0057399
139850,OG0019658
139851,OG0047067
139852,OG0001510
139853,OG0000925
139854,OG0116861
139855,OG0002494
139856,OG0000624
139862,OG0097744
139863,OG0057400
139867,OG0008766
139870,OG0481603
139871,OG0481604
139875,OG0004539
139877,OG0004326
139881,OG0008994
139882,OG0000144
139885,OG0005773
139888,OG0021836
139903,OG0481613
139905,OG0000026
139907,OG0481616
139910,OG0481618
139914,OG0005508
139915,OG0047068
139924,OG0481622
139925,OG0083845
139927,OG0001583
139928,OG0001280
139932,OG0000244
139933,OG0481629
139934,OG0000116
139936,OG0002555
139937,OG0481630
139939,OG0003636
139942,OG0000000
139943,OG0097751
139946,OG0037074
139949,OG0002859
139957,OG0005245
139960,OG0001832
139961,OG0001852
139962,OG0000589
139964,OG0001753
139967,OG0000152
139969,OG0043219
139970,OG0481635
139971,OG0001639
139973,OG0022663
139977,OG0000005
139978,OG0002315
139979,OG0030085
139981,OG0015745
139982,OG0064436
139983,OG0028519
139986,OG0011625
139987,OG0000598
139992,OG0000054
139997,OG0000448
139998,OG0000448
14,OG0480661
140000,OG0020730
140004,OG0000357
140007,OG0481642
140008,OG0481643
140009,OG0064437
140013,OG0026520
140015,OG0481646
140019,OG0017333
140021,OG0018613
140023,OG0002724
140024,OG0250885
140026,OG0000138
140029,OG0003519
140031,OG0143883
140032,OG0040001
140034,OG0250886
140035,OG0083853
140038,OG0481656
140040,OG0051722
140041,OG0051722
140047,OG0000480
140050,OG0002730
140057,OG0004228
140060,OG0250892
140061,OG0002771
140066,OG0001815
140067,OG0000020
140068,OG0001085
140071,OG0000269
140076,OG0000007
140078,OG0002459
140083,OG0000030
140085,OG0010485
140093,OG0083855
140101,OG0481670
140105,OG0007525
140107,OG0003203
140109,OG0008803
140111,OG0000202
140113,OG0000370
140115,OG0021878
140116,OG0001508
140118,OG0481671
140120,OG0000026
140131,OG0097753
140132,OG0008629
140136,OG0116870
140143,OG0001797
140144,OG0002291
140146,OG0005154
140148,OG0001344
140154,OG0001148
140157,OG0116871
140158,OG0004608
140159,OG0003781
140164,OG0481684
140167,OG0004678
140169,OG0000030
140170,OG0004016
140172,OG0005697
140175,OG0064439
140180,OG0250895
140186,OG0008525
140201,OG0073152
140202,OG0046921
140204,OG0000274
140207,OG0002215
140208,OG0001065
140209,OG0097507
140210,OG0034787
140211,OG0097758
140213,OG0000433
140215,OG0001841
140216,OG0004222
140217,OG0034788
140223,OG0097760
140230,OG0004622
140231,OG0021850
140233,OG0002854
140235,OG0183969
140237,OG0002829
140239,OG0034130
140245,OG0002560
140251,OG0116876
140252,OG0015358
140255,OG0001737
140256,OG0481702
140260,OG0003280
140263,OG0000349
140266,OG0008563
140267,OG0000894
140268,OG0029215
140269,OG0001145
140271,OG0001080
140273,OG0057103
140275,OG0034790
140277,OG0014870
140279,OG0025421
140281,OG0000163
140284,OG0002223
140287,OG0002681
140290,OG0000023
140291,OG0000023
140296,OG0116878
140299,OG0003222
140300,OG0001599
140301,OG0002032
140305,OG0047072
140312,OG0002026
140316,OG0004101
140317,OG0012395
140319,OG0004367
140322,OG0097764
140323,OG0047073
140328,OG0051725
140331,OG0001645
140333,OG0004870
140338,OG0001456
140340,OG0097767
140341,OG0012966
140342,OG0003009
140343,OG0010669
140344,OG0000877
140346,OG0481716
140347,OG0009347
140349,OG0009347
140350,OG0030808
140351,OG0004229
140355,OG0000557
140357,OG0005034
140358,OG0005586
140360,OG0000786
140361,OG0097768
140363,OG0000175
140364,OG0000000
140366,OG0097769
140368,OG0183840
140371,OG0481723
140372,OG0000537
140373,OG0002256
140375,OG0040003
140376,OG0481726
140377,OG0040003
140379,OG0040003
140381,OG0040003
140385,OG0040003
140387,OG0040003
140394,OG0064448
140395,OG0481729
140403,OG0001406
140404,OG0001309
140407,OG0001155
140412,OG0015035
140415,OG0000737
140416,OG0116884
140420,OG0051728
140425,OG0017510
140428,OG0043225
140431,OG0001833
140433,OG0001995
140434,OG0000122
140435,OG0000863
140440,OG0000314
140445,OG0250903
140449,OG0057413
140453,OG0000113
140454,OG0000148
140457,OG0037073
140459,OG0000676
140460,OG0002847
140461,OG0000094
140462,OG0001876
140464,OG0001876
140466,OG0143893
140468,OG0003509
140472,OG0015354
140473,OG0001318
140476,OG0005752
140481,OG0001528
140485,OG0002202
140487,OG0001117
140489,OG0000012
140494,OG0030809
140496,OG0007877
140497,OG0019960
140503,OG0003709
140508,OG0000002
140510,OG0004363
140511,OG0000777
140514,OG0000675
140516,OG0000015
140517,OG0143897
140518,OG0002754
140519,OG0027798
140520,OG0001824
140526,OG0010084
140529,OG0011079
140530,OG0051732
140531,OG0000143
140537,OG0083880
140541,OG0004810
140542,OG0002092
140543,OG0006073
140546,OG0009292
140548,OG0002607
140550,OG0000103
140556,OG0003131
140559,OG0003724
140561,OG0001654
140564,OG0008264
140570,OG0007299
140571,OG0011671
140572,OG0043121
140573,OG0008415
140575,OG0481769
140578,OG0001016
140579,OG0000045
140580,OG0000045
140585,OG0083884
140586,OG0013875
140587,OG0013875
140589,OG0481777
140590,OG0116895
140591,OG0250906
140593,OG0005031
140594,OG0002191
140596,OG0000007
140597,OG0002264
140600,OG0057420
140601,OG0002858
140607,OG0000496
140608,OG0003394
140609,OG0000787
140610,OG0002794
140611,OG0007587
140612,OG0000872
140619,OG0002344
140624,OG0481783
140627,OG0481784
140630,OG0010419
140633,OG0000063
140637,OG0143904
140639,OG0001528
140642,OG0001782
140645,OG0481787
140646,OG0021879
140647,OG0481788
140651,OG0010353
140656,OG0002596
140658,OG0250910
140659,OG0481793
140668,OG0001857
140669,OG0097782
140672,OG0250911
140676,OG0006976
140677,OG0000460
140680,OG0000559
140682,OG0481796
140683,OG0006105
140684,OG0007809
140687,OG0064451
140689,OG0001817
140690,OG0001817
140694,OG0116898
140695,OG0073167
140698,OG0481800
140700,OG0004567
140701,OG0002937
140702,OG0020790
140703,OG0001249
140706,OG0000990
140712,OG0481803
140713,OG0019938
140720,OG0481805
140721,OG0002958
140723,OG0000753
140725,OG0002940
140729,OG0073170
140731,OG0000891
140732,OG0025386
140737,OG0057426
140741,OG0097784
140742,OG0000271
140744,OG0002481
140745,OG0026589
140746,OG0008925
140748,OG0002557
140749,OG0000084
140753,OG0005505
140755,OG0000077
140756,OG0002983
140757,OG0009400
140760,OG0000470
140763,OG0097785
140767,OG0013033
140770,OG0002280
140771,OG0004428
140772,OG0000808
140777,OG0032586
140781,OG0003361
140782,OG0004547
140783,OG0012453
140791,OG0002597
140796,OG0030810
140797,OG0030810
140798,OG0004600
140799,OG0004600
140800,OG0004600
140801,OG0004600
140802,OG0047082
140804,OG0002110
140806,OG0026525
140808,OG0481815
140813,OG0000515
140816,OG0000867
140817,OG0003812
140818,OG0116905
140820,OG0000574
140821,OG0481820
140822,OG0001203
140825,OG0481822
140827,OG0009035
140828,OG0000311
140829,OG0006808
140831,OG0002073
140832,OG0097789
140833,OG0064454
140836,OG0012292
140838,OG0481833
140840,OG0029221
140843,OG0003894
140844,OG0000307
140845,OG0000307
140851,OG0005523
140860,OG0000329
140861,OG0027765
140862,OG0183991
140866,OG0002732
140867,OG0004124
140872,OG0481846
140873,OG0481847
140875,OG0003187
140878,OG0481850
140879,OG0481851
140882,OG0003425
140885,OG0003472
140886,OG0001507
140887,OG0000510
140890,OG0183993
140893,OG0001525
140896,OG0064458
140898,OG0051737
140902,OG0000121
140903,OG0013489
140905,OG0017318
140906,OG0004575
140908,OG0481858
140910,OG0481859
140912,OG0002408
140913,OG0002208
140922,OG0002528
140925,OG0000002
140926,OG0481862
140927,OG0024370
140928,OG0000041
140929,OG0032675
140942,OG0001772
140944,OG0002086
140947,OG0003090
140951,OG0004078
140952,OG0000760
140957,OG0003062
140959,OG0001790
140960,OG0003563
140963,OG0009236
140965,OG0011315
140969,OG0481875
140971,OG0047083
140973,OG0043221
140975,OG0481877
140976,OG0000990
140982,OG0004801
140988,OG0007408
140991,OG0073187
140992,OG0001889
140994,OG0001957
140998,OG0001035
1410,OG0073009
141004,OG0002450
141010,OG0000292
141011,OG0481886
141017,OG0116911
141020,OG0116580
141025,OG0023487
141026,OG0003288
141027,OG0001293
141029,OG0000686
141030,OG0001272
141031,OG0000023
141032,OG0000270
141035,OG0481897
141037,OG0064467
141048,OG0024375
141052,OG0002579
141057,OG0000210
141059,OG0002017
141060,OG0011973
141061,OG0116916
141063,OG0011973
141064,OG0064469
141065,OG0011973
141067,OG0003320
141069,OG0097062
141072,OG0005696
141075,OG0021829
141079,OG0481909
141082,OG0000949
141084,OG0000699
141085,OG0000007
141086,OG0001569
141096,OG0000977
141100,OG0015932
141103,OG0027801
141105,OG0481914
141109,OG0000877
141112,OG0000883
141113,OG0003673
141114,OG0003393
141115,OG0003798
141116,OG0001575
141118,OG0030811
141120,OG0116921
141122,OG0001176
141123,OG0083902
141124,OG0002113
141127,OG0003084
141129,OG0000017
141131,OG0002059
141133,OG0000426
141137,OG0023459
141138,OG0481919
141140,OG0000000
141148,OG0009706
141152,OG0097806
141156,OG0051743
141162,OG0013421
141165,OG0073192
141167,OG0043133
141169,OG0003812
141171,OG0003812
141176,OG0004837
141178,OG0000621
141182,OG0026567
141184,OG0116923
141187,OG0001730
141191,OG0481934
141192,OG0481936
141193,OG0481937
141199,OG0097282
141205,OG0009161
141206,OG0004679
141212,OG0021880
141213,OG0481945
141215,OG0008527
141219,OG0008410
141222,OG0000103
141227,OG0057433
141237,OG0097811
141244,OG0003270
141247,OG0000500
141255,OG0011666
141261,OG0008408
141273,OG0004532
141274,OG0001391
141275,OG0000473
141285,OG0005318
141287,OG0001594
141295,OG0000279
141296,OG0000037
141301,OG0143922
141302,OG0006176
141303,OG0008661
141306,OG0003100
141308,OG0001758
141311,OG0000025
141314,OG0022337
141316,OG0481967
141317,OG0000017
141318,OG0073196
141319,OG0002287
141322,OG0116931
141323,OG0030812
141324,OG0011364
141325,OG0481968
141329,OG0002269
141332,OG0002131
141334,OG0000364
141338,OG0064078
141341,OG0051746
141345,OG0000689
141351,OG0083911
141352,OG0001379
141353,OG0001901
141354,OG0006557
141360,OG0001758
141361,OG0481976
141366,OG0005827
141368,OG0000012
141373,OG0116933
141374,OG0083914
141375,OG0097822
141377,OG0000254
141378,OG0000049
141382,OG0481984
141384,OG0001281
141385,OG0057437
141388,OG0000108
141401,OG0016120
141404,OG0000051
141408,OG0004709
141410,OG0057438
141416,OG0000524
141420,OG0000954
141423,OG0000524
141425,OG0481993
141426,OG0004371
141431,OG0002536
141432,OG0116935
141433,OG0000862
141436,OG0004780
141439,OG0051747
141441,OG0000679
141442,OG0002613
141445,OG0037104
141448,OG0000511
141449,OG0481998
141457,OG0002734
141460,OG0000410
141461,OG0002615
141463,OG0023451
141466,OG0029137
141470,OG0482001
141472,OG0019282
141473,OG0009292
141477,OG0004582
141478,OG0021847
141479,OG0002808
141483,OG0097826
141484,OG0482010
141485,OG0000425
141486,OG0482011
141487,OG0002203
141489,OG0006731
141495,OG0000119
141497,OG0001433
141499,OG0018037
141500,OG0000477
141501,OG0002619
141503,OG0057443
141504,OG0482015
141506,OG0023461
141507,OG0482019
141508,OG0073201
141509,OG0000820
141511,OG0002308
141513,OG0482024
141515,OG0000334
141519,OG0002247
141520,OG0037189
141521,OG0482026
141526,OG0016580
141527,OG0006026
141530,OG0097831
141531,OG0051619
141532,OG0083922
141536,OG0000793
141538,OG0143929
141543,OG0007216
141546,OG0002825
141547,OG0000290
141554,OG0000505
141555,OG0006581
141557,OG0047092
141560,OG0007463
141563,OG0000041
141565,OG0003752
141577,OG0039910
141580,OG0008152
141587,OG0003601
141591,OG0008477
141593,OG0001773
141595,OG0000107
141597,OG0006412
141598,OG0000354
141599,OG0116947
141600,OG0116947
141601,OG0143934
141602,OG0043207
141604,OG0001754
141610,OG0043245
141611,OG0015854
141613,OG0037146
141616,OG0000767
141618,OG0003304
141619,OG0024038
141622,OG0006156
141625,OG0116949
141627,OG0001097
141630,OG0012237
141631,OG0012237
141638,OG0000651
141639,OG0027773
141641,OG0032404
141647,OG0002319
141650,OG0001194
141651,OG0010179
141652,OG0006939
141653,OG0004739
141656,OG0000672
141660,OG0003177
141662,OG0482061
141665,OG0482062
141670,OG0000740
141672,OG0004442
141683,OG0001839
141684,OG0026546
141686,OG0064486
141688,OG0116953
141691,OG0002591
141693,OG0083929
141697,OG0057393
141701,OG0097840
141702,OG0001501
141703,OG0000574
141707,OG0001485
141708,OG0482074
141711,OG0482075
141713,OG0004624
141715,OG0037194
141716,OG0000090
141721,OG0000535
141726,OG0083931
141731,OG0116956
141732,OG0482078
141733,OG0000234
141737,OG0006557
141739,OG0004648
141740,OG0001039
141745,OG0043246
141753,OG0143941
141755,OG0000402
141756,OG0043247
141761,OG0004173
141763,OG0002658
141765,OG0057447
141766,OG0000172
141771,OG0002947
141772,OG0002574
141776,OG0007959
141777,OG0000270
141780,OG0030816
141785,OG0049703
141788,OG0043095
141794,OG0002207
141796,OG0002747
141799,OG0250959
1418,OG0480829
141801,OG0008703
141802,OG0011628
141805,OG0010967
141807,OG0482099
141810,OG0000206
141811,OG0000206
141815,OG0007322
141817,OG0002473
141819,OG0057448
141821,OG0002577
141824,OG0026527
141828,OG0047094
141829,OG0000180
141831,OG0000276
141832,OG0002924
141833,OG0000012
141834,OG0000429
141836,OG0004102
141837,OG0032593
141843,OG0083936
141844,OG0250961
141845,OG0250962
141850,OG0143944
141851,OG0064490
141853,OG0002604
141854,OG0002614
141861,OG0097850
141865,OG0001214
141873,OG0000510
141875,OG0001026
141876,OG0001026
141879,OG0482108
141881,OG0001195
141891,OG0001352
141892,OG0002465
141896,OG0064492
141898,OG0482113
141900,OG0073213
141901,OG0116964
141904,OG0000270
141905,OG0004531
141908,OG0027803
141917,OG0482119
141920,OG0057452
141921,OG0482120
141922,OG0482122
141929,OG0019280
141932,OG0023488
141937,OG0000314
141939,OG0064497
141940,OG0008339
141941,OG0482126
141943,OG0003776
141946,OG0010667
141948,OG0001607
141949,OG0004871
141950,OG0002072
141951,OG0000064
141952,OG0000209
141958,OG0007717
141961,OG0016577
141967,OG0000134
141968,OG0000120
141973,OG0482133
141976,OG0034799
141979,OG0057222
141985,OG0116968
141989,OG0000637
141991,OG0057433
141996,OG0004110
141998,OG0004110
141999,OG0001529
1420,OG0480830
142000,OG0002363
142003,OG0037196
142005,OG0184019
142007,OG0003905
142010,OG0004422
142011,OG0051756
142012,OG0001434
142014,OG0482141
142025,OG0001176
142027,OG0000161
142028,OG0030818
142029,OG0482145
142030,OG0007759
142031,OG0000145
142033,OG0008688
142034,OG0057454
142038,OG0482148
142040,OG0018039
142042,OG0482149
142043,OG0482150
142044,OG0000715
142045,OG0000806
142048,OG0250972
142049,OG0014614
142050,OG0029166
142051,OG0064501
142055,OG0482154
142058,OG0482155
142059,OG0000428
142060,OG0002031
142061,OG0000001
142066,OG0006514
142069,OG0482159
142072,OG0004280
142075,OG0026545
142077,OG0013468
142078,OG0032683
142081,OG0001313
142083,OG0024352
142084,OG0024352
142087,OG0482161
142088,OG0482164
142089,OG0028993
142094,OG0000726
142102,OG0482172
142103,OG0000021
142105,OG0001017
142107,OG0001493
142108,OG0001493
142111,OG0024305
142114,OG0000428
142115,OG0057455
142116,OG0000002
142118,OG0001572
142119,OG0032684
142120,OG0001263
142121,OG0002167
142123,OG0002483
142126,OG0482182
142127,OG0012624
142128,OG0250972
142139,OG0002309
142142,OG0000191
142151,OG0482192
142154,OG0000693
142156,OG0012418
142157,OG0008260
142158,OG0000387
142160,OG0482195
142161,OG0003379
142162,OG0064505
142171,OG0005093
142173,OG0002546
142178,OG0116977
142179,OG0012977
142180,OG0097866
142181,OG0250978
142184,OG0143957
142186,OG0006688
142187,OG0482201
142189,OG0001885
142191,OG0000125
142192,OG0057459
142194,OG0025436
142195,OG0040021
142196,OG0083955
142198,OG0073225
142199,OG0000449
142201,OG0004853
142202,OG0083956
142205,OG0073198
142206,OG0000384
142207,OG0000002
142209,OG0000456
142212,OG0002696
142213,OG0250979
142214,OG0097867
142222,OG0097869
142223,OG0054083
142227,OG0004077
142229,OG0001280
142230,OG0001280
142232,OG0000014
142235,OG0001856
142237,OG0000783
142238,OG0001799
142243,OG0034804
142245,OG0002896
142249,OG0015364
142251,OG0012697
142252,OG0025427
142257,OG0482220
142259,OG0003124
142261,OG0000401
142267,OG0004461
142269,OG0001674
142271,OG0034695
142276,OG0482227
142282,OG0018622
142283,OG0482231
142284,OG0002746
142287,OG0073233
142288,OG0004350
142289,OG0143958
142290,OG0002186
142291,OG0003346
142298,OG0030821
142299,OG0030821
142302,OG0482237
142307,OG0034737
142314,OG0000292
142315,OG0073234
142318,OG0482242
142319,OG0002864
142326,OG0001902
142328,OG0482250
142333,OG0001272
142337,OG0004255
142338,OG0000281
142342,OG0482252
142343,OG0482254
142345,OG0249798
142346,OG0184028
142349,OG0482255
142350,OG0116985
142351,OG0482256
142353,OG0073235
142355,OG0002650
142356,OG0072920
142362,OG0002899
142363,OG0000244
