qseqid,Orthogroup
A0A1B3PEJ5;|A0A6S8BSM1.1|(obsolete);,OG0003785
A0A1J0I0B7;,OG0000246
A0A6S8ACM9.1|(obsolete);,OG0000795
A0A6S8ACN3.1|(obsolete);,OG0001077
A0A6S8ACP3.1|(obsolete);,OG0000223
A0A6S8ACQ1.1|(obsolete);,OG0001680
A0A6S8ACU7.1|(obsolete);,OG0000113
A0A6S8ACV3.1|(obsolete);,OG0001864
A0A6S8ACW2.1|(obsolete);,OG0001858
A0A6S8ACY0.1|(obsolete);,OG0001460
A0A6S8ACZ6.1|(obsolete);,OG0002555
A0A6S8AD50.1|(obsolete);,OG0000010
A0A6S8AD72.1|(obsolete);,OG0001895
A0A6S8ADC4.1|(obsolete);,OG0002092
A0A6S8ADD8.1|(obsolete);,OG0000002
A0A6S8ADE7.1|(obsolete);,OG0143984
A0A6S8ADF4.1|(obsolete);,OG0000557
A0A6S8ADF6.1|(obsolete);,OG0011080
A0A6S8ADJ1.1|(obsolete);,OG0008149
A0A6S8ADK4.1|(obsolete);,OG0002626
A0A6S8ADL2.1|(obsolete);,OG0003426
A0A6S8ADM0.1|(obsolete);,OG0000629
A0A6S8ADS3.1|(obsolete);,OG0001879
A0A6S8ADS4.1|(obsolete);,OG0001333
A0A6S8ADT4.1|(obsolete);,OG0001430
A0A6S8ADU0.1|(obsolete);,OG0002589
A0A6S8ADW9.1|(obsolete);,OG0001508
A0A6S8ADZ2.1|(obsolete);,OG0000018
A0A6S8AE00.1|(obsolete);,OG0010738
A0A6S8AE07.1|(obsolete);,OG0009597
A0A6S8AE19.1|(obsolete);,OG0001554
A0A6S8AE23.1|(obsolete);,OG0000040
A0A6S8AE85.1|(obsolete);,OG0000011
A0A6S8AE88.1|(obsolete);,OG0012406
A0A6S8AE89.1|(obsolete);,OG0000292
A0A6S8AE91.1|(obsolete);,OG0001096
A0A6S8AEF5.1|(obsolete);,OG0016578
A0A6S8AEH1.1|(obsolete);,OG0002147
A0A6S8AEI5.1|(obsolete);,OG0002651
A0A6S8AEM3.1|(obsolete);,OG0001432
A0A6S8AES0.1|(obsolete);,OG0002578
A0A6S8AEU7.1|(obsolete);,OG0000585
A0A6S8AEV9.1|(obsolete);,OG0005006
A0A6S8AEW7.1|(obsolete);,OG0002614
A0A6S8AEX6.1|(obsolete);,OG0002610
A0A6S8AEY9.1|(obsolete);,OG0021845
A0A6S8AF18.1|(obsolete);,OG0002072
A0A6S8AF21.1|(obsolete);,OG0000077
A0A6S8AF23.1|(obsolete);,OG0001828
A0A6S8AF28.1|(obsolete);,OG0001823
A0A6S8AF43.1|(obsolete);,OG0000192
A0A6S8AF45.1|(obsolete);,OG0001984
A0A6S8AF51.1|(obsolete);,OG0034811
A0A6S8AF68.1|(obsolete);,OG0025374
A0A6S8AF76.1|(obsolete);,OG0000769
A0A6S8AFA1.1|(obsolete);,OG0183920
A0A6S8AFC3.1|(obsolete);,OG0002207
A0A6S8AFH4.1|(obsolete);,OG0003734
A0A6S8AFH7.1|(obsolete);,OG0011211
A0A6S8AFI1.1|(obsolete);,OG0037155
A0A6S8AFK0.1|(obsolete);,OG0001729
A0A6S8AFP6.1|(obsolete);,OG0005009
A0A6S8AFQ0.1|(obsolete);,OG0184023
A0A6S8AFS1.1|(obsolete);,OG0009992
A0A6S8AFS5.1|(obsolete);,OG0097687
A0A6S8AFU2.1|(obsolete);,OG0006795
A0A6S8AFV8.1|(obsolete);,OG0117016
A0A6S8AFW2.1|(obsolete);,OG0001671
A0A6S8AFX8.1|(obsolete);,OG0000229
A0A6S8AG38.1|(obsolete);,OG0001889
A0A6S8AG58.1|(obsolete);,OG0033547
A0A6S8AG75.1|(obsolete);,OG0000432
A0A6S8AG83.1|(obsolete);,OG0000011
A0A6S8AGA6.1|(obsolete);,OG0003960
A0A6S8AGB1.1|(obsolete);,OG0029231
A0A6S8AGC8.1|(obsolete);,OG0000834
A0A6S8AGE4.1|(obsolete);,OG0005074
A0A6S8AGE6.1|(obsolete);,OG0000029
A0A6S8AGF2.1|(obsolete);,OG0000775
A0A6S8AGH7.1|(obsolete);,OG0117021
A0A6S8AGI2.1|(obsolete);,OG0000311
A0A6S8AGJ3.1|(obsolete);,OG0024370
A0A6S8AGK8.1|(obsolete);,OG0003465
A0A6S8AGM5.1|(obsolete);,OG0030813
A0A6S8AGP1.1|(obsolete);,OG0036142
A0A6S8AGQ3.1|(obsolete);,OG0000871
A0A6S8AGT8.1|(obsolete);,OG0002410
A0A6S8AGU9.1|(obsolete);,OG0026410
A0A6S8AGX3.1|(obsolete);,OG0005054
A0A6S8AH48.1|(obsolete);,OG0000550
A0A6S8AH60.1|(obsolete);,OG0001153
A0A6S8AH66.1|(obsolete);,OG0000710
A0A6S8AH74.1|(obsolete);,OG0003519
A0A6S8AH87.1|(obsolete);,OG0001117
A0A6S8AH92.1|(obsolete);,OG0002949
A0A6S8AHB7.1|(obsolete);,OG0000662
A0A6S8AHD8.1|(obsolete);,OG0116988
A0A6S8AHH2.1|(obsolete);,OG0001886
A0A6S8AHI0.1|(obsolete);,OG0000119
A0A6S8AHI4.1|(obsolete);,OG0007232
A0A6S8AHI5.1|(obsolete);,OG0000700
A0A6S8AHJ8.1|(obsolete);,OG0001017
A0A6S8AHK4.1|(obsolete);,OG0005467
A0A6S8AHN4.1|(obsolete);,OG0000103
A0A6S8AHP8.1|(obsolete);,OG0004277
A0A6S8AHQ2.1|(obsolete);,OG0143817
A0A6S8AHY4.1|(obsolete);,OG0000858
A0A6S8AHZ7.1|(obsolete);,OG0002766
A0A6S8AI25.1|(obsolete);,OG0030752
A0A6S8AI48.1|(obsolete);,OG0005319
A0A6S8AI63.1|(obsolete);,OG0000855
A0A6S8AI80.1|(obsolete);,OG0002946
A0A6S8AI98.1|(obsolete);,OG0000000
A0A6S8AIC3.1|(obsolete);,OG0000656
A0A6S8AIC5.1|(obsolete);,OG0017032
A0A6S8AID4.1|(obsolete);,OG0024346
A0A6S8AII1.1|(obsolete);,OG0000792
A0A6S8AIJ9.1|(obsolete);,OG0000894
A0A6S8AIN4.1|(obsolete);,OG0010969
A0A6S8AIQ1.1|(obsolete);,OG0002890
A0A6S8AIR6.1|(obsolete);,OG0004300
A0A6S8AIS3.1|(obsolete);,OG0001798
A0A6S8AIT3.1|(obsolete);,OG0057417
A0A6S8AIT6.1|(obsolete);,OG0003423
A0A6S8AIV2.1|(obsolete);,OG0002530
A0A6S8AIY0.1|(obsolete);,OG0015726
A0A6S8AJ04.1|(obsolete);,OG0001488
A0A6S8AJ46.1|(obsolete);,OG0009005
A0A6S8AJ67.1|(obsolete);,OG0029184
A0A6S8AJ69.1|(obsolete);,OG0017501
A0A6S8AJ72.1|(obsolete);,OG0037182
A0A6S8AJ73.1|(obsolete);,OG0000054
A0A6S8AJA6.1|(obsolete);,OG0001134
A0A6S8AJA8.1|(obsolete);,OG0002705
A0A6S8AJB2.1|(obsolete);,OG0000589
A0A6S8AJB7.1|(obsolete);,OG0012418
A0A6S8AJH0.1|(obsolete);,OG0012451
A0A6S8AJJ4.1|(obsolete);,OG0009671
A0A6S8AJJ5.1|(obsolete);,OG0143808
A0A6S8AJM1.1|(obsolete);,OG0003519
A0A6S8AJM5.1|(obsolete);,OG0000624
A0A6S8AJQ4.1|(obsolete);,OG0001035
A0A6S8AJQ6.1|(obsolete);,OG0000604
A0A6S8AJS1.1|(obsolete);,OG0005522
A0A6S8AJT6.1|(obsolete);,OG0000494
A0A6S8AJU2.1|(obsolete);,OG0005641
A0A6S8AJV5.1|(obsolete);,OG0097519
A0A6S8AJY0.1|(obsolete);,OG0003208
A0A6S8AJY1.1|(obsolete);,OG0000702
A0A6S8AK04.1|(obsolete);,OG0000076
A0A6S8AK33.1|(obsolete);,OG0000429
A0A6S8AK46.1|(obsolete);,OG0000951
A0A6S8AK76.1|(obsolete);,OG0010263
A0A6S8AK85.1|(obsolete);,OG0002407
A0A6S8AKA7.1|(obsolete);,OG0000074
A0A6S8AKB0.1|(obsolete);,OG0000086
A0A6S8AKC3.1|(obsolete);,OG0002051
A0A6S8AKD0.1|(obsolete);,OG0001248
A0A6S8AKD1.1|(obsolete);,OG0000645
A0A6S8AKD5.1|(obsolete);,OG0034799
A0A6S8AKF2.1|(obsolete);,OG0001591
A0A6S8AKF7.1|(obsolete);,OG0003799
A0A6S8AKG2.1|(obsolete);,OG0002059
A0A6S8AKK5.1|(obsolete);,OG0008606
A0A6S8AKL1.1|(obsolete);,OG0023447
A0A6S8AKN1.1|(obsolete);,OG0003529
A0A6S8AKQ6.1|(obsolete);,OG0002120
A0A6S8AKR8.1|(obsolete);,OG0000433
A0A6S8AKT0.1|(obsolete);,OG0005460
A0A6S8AKU8.1|(obsolete);,OG0005697
A0A6S8AKV4.1|(obsolete);,OG0030789
A0A6S8AL00.1|(obsolete);,OG0002494
A0A6S8AL33.1|(obsolete);,OG0002640
A0A6S8AL82.1|(obsolete);,OG0001651
A0A6S8ALA7.1|(obsolete);,OG0002493
A0A6S8ALB0.1|(obsolete);,OG0010459
A0A6S8ALC9.1|(obsolete);,OG0003194
A0A6S8ALE1.1|(obsolete);,OG0000512
A0A6S8ALE8.1|(obsolete);,OG0000164
A0A6S8ALK2.1|(obsolete);,OG0010884
A0A6S8ALK4.1|(obsolete);,OG0000143
A0A6S8ALK8.1|(obsolete);,OG0005343
A0A6S8ALL8.1|(obsolete);,OG0003649
A0A6S8ALN0.1|(obsolete);,OG0000924
A0A6S8ALP5.1|(obsolete);,OG0008972
A0A6S8ALR1.1|(obsolete);,OG0001112
A0A6S8ALT3.1|(obsolete);,OG0002711
A0A6S8ALX9.1|(obsolete);,OG0008554
A0A6S8ALY1.1|(obsolete);,OG0004515
A0A6S8ALY7.1|(obsolete);,OG0002808
A0A6S8ALZ0.1|(obsolete);,OG0000163
A0A6S8AM01.1|(obsolete);,OG0010385
A0A6S8AM19.1|(obsolete);,OG0002208
A0A6S8AM72.1|(obsolete);,OG0003085
A0A6S8AMB1.1|(obsolete);,OG0010658
A0A6S8AMB3.1|(obsolete);,OG0002347
A0A6S8AMC5.1|(obsolete);,OG0000309
A0A6S8AMC9.1|(obsolete);,OG0000618
A0A6S8AMD4.1|(obsolete);,OG0000005
A0A6S8AMK1.1|(obsolete);,OG0000323
A0A6S8AML2.1|(obsolete);,OG0004321
A0A6S8AMN0.1|(obsolete);,OG0004020
A0A6S8AMP5.1|(obsolete);,OG0000428
A0A6S8AMS6.1|(obsolete);,OG0001630
A0A6S8AMT1.1|(obsolete);,OG0000426
A0A6S8AMV2.1|(obsolete);,OG0005781
A0A6S8AMW5.1|(obsolete);,OG0010944
A0A6S8AN11.1|(obsolete);,OG0000477
A0A6S8AN16.1|(obsolete);,OG0004466
A0A6S8AN26.1|(obsolete);,OG0019436
A0A6S8AN41.1|(obsolete);,OG0027758
A0A6S8AN42.1|(obsolete);,OG0013423
A0A6S8AN43.1|(obsolete);,OG0002260
A0A6S8AN45.1|(obsolete);,OG0000529
A0A6S8ANB0.1|(obsolete);,OG0002489
A0A6S8ANB1.1|(obsolete);,OG0014011
A0A6S8AND7.1|(obsolete);,OG0039995
A0A6S8ANE7.1|(obsolete);,OG0001695
A0A6S8ANF1.1|(obsolete);,OG0000015
A0A6S8ANG0.1|(obsolete);,OG0002557
A0A6S8ANG2.1|(obsolete);,OG0000574
A0A6S8ANG8.1|(obsolete);,OG0002070
A0A6S8ANH1.1|(obsolete);,OG0008103
A0A6S8ANJ6.1|(obsolete);,OG0002262
A0A6S8ANK1.1|(obsolete);,OG0003048
A0A6S8ANK8.1|(obsolete);,OG0004467
A0A6S8ANL5.1|(obsolete);,OG0006763
A0A6S8ANP6.1|(obsolete);,OG0001827
A0A6S8ANS4.1|(obsolete);,OG0000001
A0A6S8ANS9.1|(obsolete);,OG0002005
A0A6S8ANT0.1|(obsolete);,OG0002482
A0A6S8ANT2.1|(obsolete);,OG0000507
A0A6S8ANV6.1|(obsolete);,OG0000425
A0A6S8ANV9.1|(obsolete);,OG0001854
A0A6S8ANW9.1|(obsolete);,OG0001985
A0A6S8AP20.1|(obsolete);,OG0002559
A0A6S8AP81.1|(obsolete);,OG0009039
A0A6S8APC9.1|(obsolete);,OG0000829
A0A6S8APD8.1|(obsolete);,OG0000727
A0A6S8APH7.1|(obsolete);,OG0000102
A0A6S8APP6.1|(obsolete);,OG0005929
A0A6S8APR5.1|(obsolete);,OG0002291
A0A6S8APS1.1|(obsolete);,OG0000746
A0A6S8APT9.1|(obsolete);,OG0000048
A0A6S8APU8.1|(obsolete);,OG0002066
A0A6S8APY8.1|(obsolete);,OG0002300
A0A6S8AQ05.1|(obsolete);,OG0003661
A0A6S8AQ09.1|(obsolete);,OG0004299
A0A6S8AQ15.1|(obsolete);,OG0004534
A0A6S8AQ30.1|(obsolete);,OG0116785
A0A6S8AQ37.1|(obsolete);,OG0073008
A0A6S8AQ41.1|(obsolete);,OG0004110
A0A6S8AQ63.1|(obsolete);,OG0000020
A0A6S8AQ82.1|(obsolete);,OG0004101
A0A6S8AQ86.1|(obsolete);,OG0026453
A0A6S8AQ89.1|(obsolete);,OG0000680
A0A6S8AQ97.1|(obsolete);,OG0005105
A0A6S8AQB1.1|(obsolete);,OG0017318
A0A6S8AQC2.1|(obsolete);,OG0000391
A0A6S8AQE0.1|(obsolete);,OG0000698
A0A6S8AQI4.1|(obsolete);,OG0002784
A0A6S8AQM2.1|(obsolete);,OG0000931
A0A6S8AQN8.1|(obsolete);,OG0034739
A0A6S8AQT0.1|(obsolete);,OG0000049
A0A6S8AQT6.1|(obsolete);,OG0001822
A0A6S8AQZ0.1|(obsolete);,OG0006867
A0A6S8AQZ9.1|(obsolete);,OG0000429
A0A6S8AR34.1|(obsolete);,OG0003222
A0A6S8AR49.1|(obsolete);,OG0000592
A0A6S8AR94.1|(obsolete);,OG0015731
A0A6S8ARF2.1|(obsolete);,OG0083765
A0A6S8ARH1.1|(obsolete);,OG0000425
A0A6S8ARH5.1|(obsolete);,OG0000695
A0A6S8ARI7.1|(obsolete);,OG0001374
A0A6S8ARQ8.1|(obsolete);,OG0097583
A0A6S8ARU2.1|(obsolete);,OG0002825
A0A6S8ARU7.1|(obsolete);,OG0000517
A0A6S8ARW7.1|(obsolete);,OG0000029
A0A6S8AS04.1|(obsolete);,OG0000841
A0A6S8AS05.1|(obsolete);,OG0029168
A0A6S8AS15.1|(obsolete);,OG0001990
A0A6S8AS24.1|(obsolete);,OG0000925
A0A6S8AS36.1|(obsolete);,OG0010197
A0A6S8AS40.1|(obsolete);,OG0027794
A0A6S8AS41.1|(obsolete);,OG0000682
A0A6S8AS53.1|(obsolete);,OG0012226
A0A6S8AS87.1|(obsolete);,OG0032665
A0A6S8ASC1.1|(obsolete);,OG0002190
A0A6S8ASE5.1|(obsolete);,OG0006365
A0A6S8ASF8.1|(obsolete);,OG0000773
A0A6S8ASH9.1|(obsolete);,OG0012437
A0A6S8ASL3.1|(obsolete);,OG0000149
A0A6S8ASU5.1|(obsolete);,OG0000901
A0A6S8ASZ9.1|(obsolete);,OG0004414
A0A6S8AT13.1|(obsolete);,OG0064505
A0A6S8AT18.1|(obsolete);,OG0000145
A0A6S8AT30.1|(obsolete);,OG0001392
A0A6S8AT71.1|(obsolete);,OG0002502
A0A6S8AT90.1|(obsolete);,OG0002517
A0A6S8AT95.1|(obsolete);,OG0004765
A0A6S8AT99.1|(obsolete);,OG0000683
A0A6S8ATA7.1|(obsolete);,OG0000979
A0A6S8ATD3.1|(obsolete);,OG0008671
A0A6S8ATF8.1|(obsolete);,OG0004119
A0A6S8ATG4.1|(obsolete);,OG0001336
A0A6S8ATK7.1|(obsolete);,OG0005175
A0A6S8ATL3.1|(obsolete);,OG0002149
A0A6S8ATL8.1|(obsolete);,OG0002656
A0A6S8ATM5.1|(obsolete);,OG0000136
A0A6S8ATM6.1|(obsolete);,OG0003869
A0A6S8ATM8.1|(obsolete);,OG0000532
A0A6S8ATP6.1|(obsolete);,OG0001143
A0A6S8ATV7.1|(obsolete);,OG0000153
A0A6S8ATW6.1|(obsolete);,OG0002441
A0A6S8ATY3.1|(obsolete);,OG0000793
A0A6S8AU37.1|(obsolete);,OG0000425
A0A6S8AU43.1|(obsolete);,OG0000153
A0A6S8AU49.1|(obsolete);,OG0016114
A0A6S8AU55.1|(obsolete);,OG0001379
A0A6S8AU66.1|(obsolete);,OG0000888
A0A6S8AU69.1|(obsolete);,OG0000256
A0A6S8AUA3.1|(obsolete);,OG0004023
A0A6S8AUB1.1|(obsolete);,OG0040004
A0A6S8AUC7.1|(obsolete);,OG0003469
A0A6S8AUE6.1|(obsolete);,OG0004575
A0A6S8AUG3.1|(obsolete);,OG0000070
A0A6S8AUI0.1|(obsolete);,OG0001890
A0A6S8AUJ1.1|(obsolete);,OG0005300
A0A6S8AUM7.1|(obsolete);,OG0002753
A0A6S8AUN5.1|(obsolete);,OG0001873
A0A6S8AUS0.1|(obsolete);,OG0000636
A0A6S8AUS2.1|(obsolete);,OG0014011
A0A6S8AUU4.1|(obsolete);,OG0004093
A0A6S8AUU5.1|(obsolete);,OG0004326
A0A6S8AUU9.1|(obsolete);,OG0000014
A0A6S8AUX0.1|(obsolete);,OG0002830
A0A6S8AV21.1|(obsolete);,OG0003436
A0A6S8AV66.1|(obsolete);,OG0002094
A0A6S8AV67.1|(obsolete);,OG0000020
A0A6S8AV77.1|(obsolete);,OG0040010
A0A6S8AV92.1|(obsolete);,OG0018016
A0A6S8AV98.1|(obsolete);,OG0001397
A0A6S8AVA6.1|(obsolete);,OG0004350
A0A6S8AVB8.1|(obsolete);,OG0000153
A0A6S8AVC4.1|(obsolete);,OG0001038
A0A6S8AVE1.1|(obsolete);,OG0040007
A0A6S8AVE5.1|(obsolete);,OG0003108
A0A6S8AVH1.1|(obsolete);,OG0002381
A0A6S8AVJ1.1|(obsolete);,OG0000785
A0A6S8AVK8.1|(obsolete);,OG0000538
A0A6S8AVU2.1|(obsolete);,OG0003370
A0A6S8AVV6.1|(obsolete);,OG0064194
A0A6S8AVW4.1|(obsolete);,OG0001333
A0A6S8AW36.1|(obsolete);,OG0001830
A0A6S8AW65.1|(obsolete);,OG0000670
A0A6S8AW79.1|(obsolete);,OG0004826
A0A6S8AW87.1|(obsolete);,OG0011795
A0A6S8AWA0.1|(obsolete);,OG0003015
A0A6S8AWC0.1|(obsolete);,OG0006939
A0A6S8AWF1.1|(obsolete);,OG0002765
A0A6S8AWG6.1|(obsolete);,OG0034761
A0A6S8AWG7.1|(obsolete);,OG0002003
A0A6S8AWH6.1|(obsolete);,OG0000029
A0A6S8AWI0.1|(obsolete);,OG0013468
A0A6S8AWQ6.1|(obsolete);,OG0006764
A0A6S8AWS5.1|(obsolete);,OG0011498
A0A6S8AWT4.1|(obsolete);,OG0021877
A0A6S8AWU6.1|(obsolete);,OG0002203
A0A6S8AWX5.1|(obsolete);,OG0030747
A0A6S8AX00.1|(obsolete);,OG0000626
A0A6S8AX20.1|(obsolete);,OG0003032
A0A6S8AX26.1|(obsolete);,OG0001704
A0A6S8AX53.1|(obsolete);,OG0000825
A0A6S8AX66.1|(obsolete);,OG0008497
A0A6S8AXA3.1|(obsolete);,OG0001936
A0A6S8AXC0.1|(obsolete);,OG0007376
A0A6S8AXC2.1|(obsolete);,OG0005479
A0A6S8AXF1.1|(obsolete);,OG0011743
A0A6S8AXI4.1|(obsolete);,OG0001940
A0A6S8AXK3.1|(obsolete);,OG0025436
A0A6S8AXM0.1|(obsolete);,OG0018621
A0A6S8AXQ4.1|(obsolete);,OG0012113
A0A6S8AXS6.1|(obsolete);,OG0001828
A0A6S8AXW4.1|(obsolete);,OG0000098
A0A6S8AXX3.1|(obsolete);,OG0002330
A0A6S8AXZ4.1|(obsolete);,OG0002816
A0A6S8AY05.1|(obsolete);,OG0011806
A0A6S8AY06.1|(obsolete);,OG0001103
A0A6S8AY07.1|(obsolete);,OG0002200
A0A6S8AY11.1|(obsolete);,OG0005143
A0A6S8AY15.1|(obsolete);,OG0001662
A0A6S8AY26.1|(obsolete);,OG0001771
A0A6S8AY40.1|(obsolete);,OG0000223
A0A6S8AY63.1|(obsolete);,OG0001820
A0A6S8AYF1.1|(obsolete);,OG0001035
A0A6S8AYH3.1|(obsolete);,OG0000150
A0A6S8AYJ7.1|(obsolete);,OG0001449
A0A6S8AYM2.1|(obsolete);,OG0001297
A0A6S8AYS9.1|(obsolete);,OG0047090
A0A6S8AYT8.1|(obsolete);,OG0025421
A0A6S8AYT9.1|(obsolete);,OG0001552
A0A6S8AYW5.1|(obsolete);,OG0000572
A0A6S8AYY8.1|(obsolete);,OG0000518
A0A6S8AZ18.1|(obsolete);,OG0003604
A0A6S8AZ23.1|(obsolete);,OG0020776
A0A6S8AZ30.1|(obsolete);,OG0001825
A0A6S8AZ48.1|(obsolete);,OG0000510
A0A6S8AZ78.1|(obsolete);,OG0037160
A0A6S8AZ86.1|(obsolete);,OG0001772
A0A6S8AZ93.1|(obsolete);,OG0019964
A0A6S8AZB5.1|(obsolete);,OG0003247
A0A6S8AZD2.1|(obsolete);,OG0000907
A0A6S8AZF9.1|(obsolete);,OG0000728
A0A6S8AZG3.1|(obsolete);,OG0003494
A0A6S8AZG7.1|(obsolete);,OG0001006
A0A6S8AZJ3.1|(obsolete);,OG0003407
A0A6S8AZJ8.1|(obsolete);,OG0000542
A0A6S8AZK3.1|(obsolete);,OG0000370
A0A6S8AZP2.1|(obsolete);,OG0019639
A0A6S8AZS6.1|(obsolete);,OG0000136
A0A6S8AZS8.1|(obsolete);,OG0000057
A0A6S8AZW0.1|(obsolete);,OG0000193
A0A6S8AZW6.1|(obsolete);,OG0004567
A0A6S8B031.1|(obsolete);,OG0001651
A0A6S8B040.1|(obsolete);,OG0003629
A0A6S8B063.1|(obsolete);,OG0003930
A0A6S8B076.1|(obsolete);,OG0002709
A0A6S8B086.1|(obsolete);,OG0005441
A0A6S8B098.1|(obsolete);,OG0005508
A0A6S8B0B5.1|(obsolete);,OG0002348
A0A6S8B0B7.1|(obsolete);,OG0000153
A0A6S8B0B8.1|(obsolete);,OG0000529
A0A6S8B0C1.1|(obsolete);,OG0003374
A0A6S8B0E0.1|(obsolete);,OG0009696
A0A6S8B0E9.1|(obsolete);,OG0000390
A0A6S8B0H6.1|(obsolete);,OG0002271
A0A6S8B0I7.1|(obsolete);,OG0000078
A0A6S8B0J0.1|(obsolete);,OG0002641
A0A6S8B0L5.1|(obsolete);,OG0001740
A0A6S8B0N7.1|(obsolete);,OG0002522
A0A6S8B0Q8.1|(obsolete);,OG0000552
A0A6S8B0R2.1|(obsolete);,OG0001427
A0A6S8B0U8.1|(obsolete);,OG0002392
A0A6S8B0V2.1|(obsolete);,OG0032667
A0A6S8B0Z1.1|(obsolete);,OG0001034
A0A6S8B0Z3.1|(obsolete);,OG0000309
A0A6S8B0Z5.1|(obsolete);,OG0002950
A0A6S8B110.1|(obsolete);,OG0005953
A0A6S8B121.1|(obsolete);,OG0000265
A0A6S8B129.1|(obsolete);,OG0001343
A0A6S8B145.1|(obsolete);,OG0005654
A0A6S8B1C0.1|(obsolete);,OG0000047
A0A6S8B1H5.1|(obsolete);,OG0002699
A0A6S8B1I5.1|(obsolete);,OG0002545
A0A6S8B1L1.1|(obsolete);,OG0001764
A0A6S8B1R6.1|(obsolete);,OG0000040
A0A6S8B1S7.1|(obsolete);,OG0008203
A0A6S8B1T3.1|(obsolete);,OG0001077
A0A6S8B1T8.1|(obsolete);,OG0000367
A0A6S8B1U1.1|(obsolete);,OG0000870
A0A6S8B1W4.1|(obsolete);,OG0011314
A0A6S8B1Y7.1|(obsolete);,OG0001775
A0A6S8B203.1|(obsolete);,OG0003657
A0A6S8B230.1|(obsolete);,OG0000777
A0A6S8B241.1|(obsolete);,OG0000254
A0A6S8B269.1|(obsolete);,OG0023453
A0A6S8B282.1|(obsolete);,OG0001607
A0A6S8B292.1|(obsolete);,OG0000518
A0A6S8B2B7.1|(obsolete);,OG0097883
A0A6S8B2D5.1|(obsolete);,OG0004531
A0A6S8B2D9.1|(obsolete);,OG0000061
A0A6S8B2F6.1|(obsolete);,OG0000029
A0A6S8B2F9.1|(obsolete);,OG0001891
A0A6S8B2G1.1|(obsolete);,OG0005785
A0A6S8B2G2.1|(obsolete);,OG0002018
A0A6S8B2H0.1|(obsolete);,OG0005700
A0A6S8B2I0.1|(obsolete);,OG0000144
A0A6S8B2I9.1|(obsolete);,OG0003286
A0A6S8B2K5.1|(obsolete);,OG0000726
A0A6S8B2N7.1|(obsolete);,OG0000353
A0A6S8B2P4.1|(obsolete);,OG0001831
A0A6S8B2P5.1|(obsolete);,OG0116705
A0A6S8B2S0.1|(obsolete);,OG0007786
A0A6S8B2S9.1|(obsolete);,OG0001425
A0A6S8B2V5.1|(obsolete);,OG0000029
A0A6S8B2W4.1|(obsolete);,OG0001761
A0A6S8B2W7.1|(obsolete);,OG0002400
A0A6S8B2X1.1|(obsolete);,OG0000709
A0A6S8B320.1|(obsolete);,OG0000002
A0A6S8B336.1|(obsolete);,OG0002650
A0A6S8B350.1|(obsolete);,OG0000752
A0A6S8B376.1|(obsolete);,OG0002109
A0A6S8B396.1|(obsolete);,OG0000143
A0A6S8B3A8.1|(obsolete);,OG0003300
A0A6S8B3B5.1|(obsolete);,OG0073059
A0A6S8B3B6.1|(obsolete);,OG0001386
A0A6S8B3D7.1|(obsolete);,OG0003954
A0A6S8B3E9.1|(obsolete);,OG0000727
A0A6S8B3G1.1|(obsolete);,OG0002172
A0A6S8B3H5.1|(obsolete);,OG0002108
A0A6S8B3I8.1|(obsolete);,OG0004703
A0A6S8B3K4.1|(obsolete);,OG0000872
A0A6S8B3K5.1|(obsolete);,OG0002605
A0A6S8B3L3.1|(obsolete);,OG0002278
A0A6S8B3N7.1|(obsolete);,OG0001199
A0A6S8B3S2.1|(obsolete);,OG0008044
A0A6S8B3U7.1|(obsolete);,OG0083778
A0A6S8B3V3.1|(obsolete);,OG0097813
A0A6S8B3X1.1|(obsolete);,OG0001510
A0A6S8B3X8.1|(obsolete);,OG0000009
A0A6S8B3Z0.1|(obsolete);,OG0002799
A0A6S8B3Z4.1|(obsolete);,OG0003912
A0A6S8B404.1|(obsolete);,OG0003893
A0A6S8B468.1|(obsolete);,OG0001381
A0A6S8B473.1|(obsolete);,OG0000185
A0A6S8B4C6.1|(obsolete);,OG0097616
A0A6S8B4D8.1|(obsolete);,OG0010084
A0A6S8B4M8.1|(obsolete);,OG0001908
A0A6S8B4N1.1|(obsolete);,OG0051730
A0A6S8B4U2.1|(obsolete);,OG0002028
A0A6S8B4U8.1|(obsolete);,OG0000996
A0A6S8B4W9.1|(obsolete);,OG0001439
A0A6S8B4X6.1|(obsolete);,OG0000788
A0A6S8B4X9.1|(obsolete);,OG0002789
A0A6S8B520.1|(obsolete);,OG0002325
A0A6S8B545.1|(obsolete);,OG0002045
A0A6S8B563.1|(obsolete);,OG0001527
A0A6S8B591.1|(obsolete);,OG0000421
A0A6S8B5B1.1|(obsolete);,OG0001318
A0A6S8B5C1.1|(obsolete);,OG0000228
A0A6S8B5E6.1|(obsolete);,OG0006444
A0A6S8B5G9.1|(obsolete);,OG0002534
A0A6S8B5H2.1|(obsolete);,OG0001147
A0A6S8B5I5.1|(obsolete);,OG0019286
A0A6S8B5I7.1|(obsolete);,OG0097659
A0A6S8B5Q6.1|(obsolete);,OG0000590
A0A6S8B5R3.1|(obsolete);,OG0002262
A0A6S8B5S0.1|(obsolete);,OG0004461
A0A6S8B5V1.1|(obsolete);,OG0003483
A0A6S8B5Y5.1|(obsolete);,OG0021881
A0A6S8B5Z6.1|(obsolete);,OG0002221
A0A6S8B602.1|(obsolete);,OG0000100
A0A6S8B652.1|(obsolete);,OG0030794
