goAcc,desc
GO:0006298,mismatch repair
GO:0006302,double-strand break repair
GO:0006303,double-strand break repair via nonhomologous end joining
GO:0006304,DNA modification
GO:0006306,DNA methylation
GO:0006310,DNA recombination
GO:0006333,chromatin assembly or disassembly
GO:0006334,nucleosome assembly
GO:0006342,chromatin silencing
GO:0006351,"transcription, DNA-templated"
GO:0006352,"DNA-templated transcription, initiation"
GO:0006355,"regulation of transcription, DNA-templated"
GO:0006357,regulation of transcription by RNA polymerase II
GO:0006364,rRNA processing
GO:0006366,transcription by RNA polymerase II
GO:0006367,transcription initiation from RNA polymerase II promoter
GO:0006370,7-methylguanosine mRNA capping
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
GO:0006396,RNA processing
GO:0006397,mRNA processing
GO:0006400,tRNA modification
GO:0006412,translation
GO:0006413,translational initiation
GO:0006414,translational elongation
GO:0006415,translational termination
GO:0006418,tRNA aminoacylation for protein translation
GO:0006419,alanyl-tRNA aminoacylation
GO:0006420,arginyl-tRNA aminoacylation
GO:0006421,asparaginyl-tRNA aminoacylation
GO:0006422,aspartyl-tRNA aminoacylation
GO:0006423,cysteinyl-tRNA aminoacylation
GO:0006424,glutamyl-tRNA aminoacylation
GO:0006425,glutaminyl-tRNA aminoacylation
GO:0006426,glycyl-tRNA aminoacylation
GO:0006427,histidyl-tRNA aminoacylation
GO:0006428,isoleucyl-tRNA aminoacylation
GO:0006429,leucyl-tRNA aminoacylation
GO:0006430,lysyl-tRNA aminoacylation
GO:0006431,methionyl-tRNA aminoacylation
GO:0006432,phenylalanyl-tRNA aminoacylation
GO:0006433,prolyl-tRNA aminoacylation
GO:0006434,seryl-tRNA aminoacylation
GO:0006435,threonyl-tRNA aminoacylation
GO:0006436,tryptophanyl-tRNA aminoacylation
GO:0006437,tyrosyl-tRNA aminoacylation
GO:0006438,valyl-tRNA aminoacylation
GO:0006446,regulation of translational initiation
GO:0006450,regulation of translational fidelity
GO:0006457,protein folding
GO:0006464,cellular protein modification process
GO:0006465,signal peptide processing
GO:0006468,protein phosphorylation
GO:0006470,protein dephosphorylation
GO:0006471,protein ADP-ribosylation
GO:0006476,protein deacetylation
GO:0006481,C-terminal protein methylation
GO:0006486,protein glycosylation
GO:0006487,protein N-linked glycosylation
GO:0006506,GPI anchor biosynthetic process
GO:0006508,proteolysis
GO:0006511,ubiquitin-dependent protein catabolic process
GO:0006520,cellular amino acid metabolic process
GO:0006526,arginine biosynthetic process
GO:0006527,arginine catabolic process
GO:0006529,asparagine biosynthetic process
GO:0006535,cysteine biosynthetic process from serine
GO:0006536,glutamate metabolic process
GO:0006537,glutamate biosynthetic process
GO:0006541,glutamine metabolic process
GO:0006542,glutamine biosynthetic process
GO:0006544,glycine metabolic process
GO:0006546,glycine catabolic process
GO:0006555,methionine metabolic process
GO:0006559,L-phenylalanine catabolic process
GO:0006561,proline biosynthetic process
GO:0006562,proline catabolic process
GO:0006563,L-serine metabolic process
GO:0006564,L-serine biosynthetic process
GO:0006568,tryptophan metabolic process
GO:0006569,tryptophan catabolic process
GO:0006570,tyrosine metabolic process
GO:0006571,tyrosine biosynthetic process
GO:0006596,polyamine biosynthetic process
GO:0006597,spermine biosynthetic process
GO:0006605,protein targeting
GO:0006606,protein import into nucleus
GO:0006614,SRP-dependent cotranslational protein targeting to membrane
GO:0006621,protein retention in ER lumen
GO:0006626,protein targeting to mitochondrion
GO:0006629,lipid metabolic process
GO:0006631,fatty acid metabolic process
GO:0006633,fatty acid biosynthetic process
GO:0006635,fatty acid beta-oxidation
GO:0006637,acyl-CoA metabolic process
GO:0006644,phospholipid metabolic process
GO:0006659,phosphatidylserine biosynthetic process
GO:0006665,sphingolipid metabolic process
GO:0006672,ceramide metabolic process
GO:0006683,galactosylceramide catabolic process
GO:0006694,steroid biosynthetic process
GO:0006725,cellular aromatic compound metabolic process
GO:0006730,one-carbon metabolic process
GO:0006744,ubiquinone biosynthetic process
GO:0006750,glutathione biosynthetic process
GO:0006754,ATP biosynthetic process
GO:0006772,thiamine metabolic process
GO:0006777,Mo-molybdopterin cofactor biosynthetic process
GO:0006779,porphyrin-containing compound biosynthetic process
GO:0006783,heme biosynthetic process
GO:0006788,heme oxidation
GO:0006790,sulfur compound metabolic process
GO:0006796,phosphate-containing compound metabolic process
GO:0006801,superoxide metabolic process
GO:0006807,nitrogen compound metabolic process
GO:0006808,regulation of nitrogen utilization
GO:0006810,transport
GO:0006811,ion transport
GO:0006812,cation transport
GO:0006813,potassium ion transport
GO:0006814,sodium ion transport
GO:0006816,calcium ion transport
GO:0006817,phosphate ion transport
GO:0006820,anion transport
GO:0006821,chloride transport
GO:0006825,copper ion transport
GO:0006836,neurotransmitter transport
GO:0006839,mitochondrial transport
GO:0006857,oligopeptide transport
GO:0006865,amino acid transport
GO:0006869,lipid transport
GO:0006879,cellular iron ion homeostasis
GO:0006885,regulation of pH
GO:0006886,intracellular protein transport
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"
GO:0006891,intra-Golgi vesicle-mediated transport
GO:0006897,endocytosis
GO:0006904,vesicle docking involved in exocytosis
GO:0006909,phagocytosis
GO:0006913,nucleocytoplasmic transport
GO:0006914,autophagy
GO:0006915,apoptotic process
GO:0006950,response to stress
GO:0006979,response to oxidative stress
GO:0007005,mitochondrion organization
GO:0007010,cytoskeleton organization
GO:0007017,microtubule-based process
GO:0007018,microtubule-based movement
GO:0007021,tubulin complex assembly
GO:0007030,Golgi organization
GO:0007031,peroxisome organization
GO:0007034,vacuolar transport
GO:0007040,lysosome organization
GO:0007049,cell cycle
GO:0007154,cell communication
GO:0007155,cell adhesion
GO:0007165,signal transduction
GO:0007186,G protein-coupled receptor signaling pathway
GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway
GO:0007218,neuropeptide signaling pathway
GO:0007264,small GTPase mediated signal transduction
GO:0007275,multicellular organism development
GO:0007283,spermatogenesis
GO:0007601,visual perception
GO:0008017,microtubule binding
GO:0008020,G protein-coupled photoreceptor activity
GO:0008033,tRNA processing
GO:0008061,chitin binding
GO:0008076,voltage-gated potassium channel complex
GO:0008080,N-acetyltransferase activity
GO:0008081,phosphoric diester hydrolase activity
GO:0008092,cytoskeletal protein binding
GO:0008094,"ATPase, acting on DNA"
GO:0008097,5S rRNA binding
GO:0008104,protein localization
GO:0008106,alcohol dehydrogenase (NADP+) activity
GO:0008111,alpha-methylacyl-CoA racemase activity
GO:0008113,peptide-methionine (S)-S-oxide reductase activity
GO:0008119,thiopurine S-methyltransferase activity
GO:0008121,ubiquinol-cytochrome-c reductase activity
GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity
GO:0008137,"NADH dehydrogenase (ubiquinone) activity"
GO:0008138,protein tyrosine/serine/threonine phosphatase activity
GO:0008146,sulfotransferase activity
GO:0008152,metabolic process
GO:0008154,actin polymerization or depolymerization
GO:0008168,methyltransferase activity
GO:0008169,C-methyltransferase activity
GO:0008170,N-methyltransferase activity
GO:0008171,O-methyltransferase activity
GO:0008172,S-methyltransferase activity
GO:0008173,RNA methyltransferase activity
GO:0008175,tRNA methyltransferase activity
GO:0008177,succinate dehydrogenase (ubiquinone) activity
GO:0008186,"ATPase, acting on RNA"
GO:0008193,tRNA guanylyltransferase activity
GO:0008198,ferrous iron binding
GO:0008199,ferric iron binding
GO:0008233,peptidase activity
GO:0008234,cysteine-type peptidase activity
GO:0008235,metalloexopeptidase activity
GO:0008236,serine-type peptidase activity
GO:0008237,metallopeptidase activity
GO:0008251,tRNA-specific adenosine deaminase activity
GO:0008253,5'-nucleotidase activity
GO:0008260,3-oxoacid CoA-transferase activity
GO:0008270,zinc ion binding
GO:0008271,secondary active sulfate transmembrane transporter activity
GO:0008276,protein methyltransferase activity
GO:0008283,cell population proliferation
GO:0008287,protein serine/threonine phosphatase complex
GO:0008289,lipid binding
GO:0008290,F-actin capping protein complex
GO:0008295,spermidine biosynthetic process
GO:0008299,isoprenoid biosynthetic process
GO:0008308,voltage-gated anion channel activity
GO:0008312,7S RNA binding
GO:0008318,protein prenyltransferase activity
GO:0008324,cation transmembrane transporter activity
GO:0008349,MAP kinase kinase kinase kinase activity
GO:0008374,O-acyltransferase activity
GO:0008375,acetylglucosaminyltransferase activity
GO:0008376,acetylgalactosaminyltransferase activity
GO:0008380,RNA splicing
GO:0008408,3'-5' exonuclease activity
GO:0008409,5'-3' exonuclease activity
GO:0008410,CoA-transferase activity
GO:0008412,4-hydroxybenzoate octaprenyltransferase activity
GO:0008413,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
GO:0008418,protein-N-terminal asparagine amidohydrolase activity
GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity
GO:0008425,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity"
GO:0008428,ribonuclease inhibitor activity
GO:0008442,3-hydroxyisobutyrate dehydrogenase activity
GO:0008448,N-acetylglucosamine-6-phosphate deacetylase activity
GO:0008460,"dTDP-glucose 4,6-dehydratase activity"
GO:0008466,glycogenin glucosyltransferase activity
GO:0008474,palmitoyl-(protein) hydrolase activity
GO:0008476,protein-tyrosine sulfotransferase activity
GO:0008478,pyridoxal kinase activity
GO:0008479,queuine tRNA-ribosyltransferase activity
GO:0008482,sulfite oxidase activity
GO:0008483,transaminase activity
GO:0008484,sulfuric ester hydrolase activity
GO:0008495,protoheme IX farnesyltransferase activity
GO:0008519,ammonium transmembrane transporter activity
GO:0008531,riboflavin kinase activity
GO:0008534,oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0008537,proteasome activator complex
GO:0008553,P-type proton-exporting transporter activity
GO:0008568,microtubule-severing ATPase activity
GO:0008574,"ATP-dependent microtubule motor activity, plus-end-directed"
GO:0008597,calcium-dependent protein serine/threonine phosphatase regulator activity
GO:0008603,cAMP-dependent protein kinase regulator activity
GO:0008609,alkylglycerone-phosphate synthase activity
GO:0008610,lipid biosynthetic process
GO:0008612,peptidyl-lysine modification to peptidyl-hypusine
GO:0008615,pyridoxine biosynthetic process
GO:0008616,queuosine biosynthetic process
GO:0008641,ubiquitin-like modifier activating enzyme activity
GO:0008643,carbohydrate transport
GO:0008649,rRNA methyltransferase activity
GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity
GO:0008652,cellular amino acid biosynthetic process
GO:0008654,phospholipid biosynthetic process
GO:0008667,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity"
GO:0008670,"2,4-dienoyl-CoA reductase (NADPH) activity"
GO:0008676,3-deoxy-8-phosphooctulonate synthase activity
GO:0008677,2-dehydropantoate 2-reductase activity
GO:0008686,"3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
GO:0008690,3-deoxy-manno-octulosonate cytidylyltransferase activity
GO:0008710,8-amino-7-oxononanoate synthase activity
GO:0008720,D-lactate dehydrogenase activity
GO:0008746,"NAD(P)+ transhydrogenase activity"
GO:0008767,UDP-galactopyranose mutase activity
GO:0008780,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity
GO:0008800,beta-lactamase activity
GO:0008802,betaine-aldehyde dehydrogenase activity
GO:0008808,cardiolipin synthase activity
GO:0008810,cellulase activity
GO:0008812,choline dehydrogenase activity
GO:0008817,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
GO:0008818,cobalamin 5'-phosphate synthase activity
GO:0008828,dATP pyrophosphohydrolase activity
GO:0008831,dTDP-4-dehydrorhamnose reductase activity
GO:0008836,diaminopimelate decarboxylase activity
GO:0008839,4-hydroxy-tetrahydrodipicolinate reductase
GO:0008840,4-hydroxy-tetrahydrodipicolinate synthase activity
GO:0008852,exodeoxyribonuclease I activity
GO:0008863,formate dehydrogenase (NAD+) activity
GO:0008890,glycine C-acetyltransferase activity
GO:0008892,guanine deaminase activity
GO:0008897,holo-[acyl-carrier-protein] synthase activity
GO:0008901,ferredoxin hydrogenase activity
GO:0008934,inositol monophosphate 1-phosphatase activity
GO:0008936,nicotinamidase activity
GO:0008939,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
GO:0008941,nitric oxide dioxygenase activity
GO:0008942,nitrite reductase [NAD(P)H] activity
GO:0008963,phospho-N-acetylmuramoyl-pentapeptide-transferase activity
GO:0008964,phosphoenolpyruvate carboxylase activity
GO:0008967,phosphoglycolate phosphatase activity
GO:0008998,ribonucleoside-triphosphate reductase activity
GO:0009013,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0009024,tagatose-6-phosphate kinase activity
GO:0009032,thymidine phosphorylase activity
GO:0009039,urease activity
GO:0009045,xylose isomerase activity
GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
GO:0009055,electron transfer activity
GO:0009058,biosynthetic process
GO:0009059,macromolecule biosynthetic process
GO:0009060,aerobic respiration
GO:0009072,aromatic amino acid family metabolic process
GO:0009073,aromatic amino acid family biosynthetic process
GO:0009082,branched-chain amino acid biosynthetic process
GO:0009086,methionine biosynthetic process
GO:0009088,threonine biosynthetic process
GO:0009089,lysine biosynthetic process via diaminopimelate
GO:0009094,L-phenylalanine biosynthetic process
GO:0009097,isoleucine biosynthetic process
GO:0009098,leucine biosynthetic process
GO:0009102,biotin biosynthetic process
GO:0009103,lipopolysaccharide biosynthetic process
GO:0009107,lipoate biosynthetic process
GO:0009113,purine nucleobase biosynthetic process
GO:0009116,nucleoside metabolic process
GO:0009117,nucleotide metabolic process
GO:0009152,purine ribonucleotide biosynthetic process
GO:0009165,nucleotide biosynthetic process
GO:0009166,nucleotide catabolic process
GO:0009168,purine ribonucleoside monophosphate biosynthetic process
GO:0009190,cyclic nucleotide biosynthetic process
GO:0009229,thiamine diphosphate biosynthetic process
GO:0009231,riboflavin biosynthetic process
GO:0009236,cobalamin biosynthetic process
GO:0009245,lipid A biosynthetic process
GO:0009264,deoxyribonucleotide catabolic process
GO:0009306,protein secretion
GO:0009316,3-isopropylmalate dehydratase complex
GO:0009317,acetyl-CoA carboxylase complex
GO:0009326,formate dehydrogenase complex
GO:0009328,phenylalanine-tRNA ligase complex
GO:0009331,glycerol-3-phosphate dehydrogenase complex
GO:0009349,riboflavin synthase complex
GO:0009361,succinate-CoA ligase complex (ADP-forming)
GO:0009374,biotin binding
GO:0009376,HslUV protease complex
GO:0009399,nitrogen fixation
GO:0009415,response to water
GO:0009435,"NAD biosynthetic process"
GO:0009507,chloroplast
GO:0009536,plastid
GO:0009607,response to biotic stimulus
GO:0009636,response to toxic substance
GO:0009678,pyrophosphate hydrolysis-driven proton transmembrane transporter activity
GO:0009966,regulation of signal transduction
GO:0009982,pseudouridine synthase activity
GO:0010181,FMN binding
GO:0015031,protein transport
GO:0015035,protein-disulfide reductase activity
GO:0015036,disulfide oxidoreductase activity
GO:0015039,"NADPH-adrenodoxin reductase activity"
GO:0015078,proton transmembrane transporter activity
GO:0015085,calcium ion transmembrane transporter activity
GO:0015109,chromate transmembrane transporter activity
GO:0015171,amino acid transmembrane transporter activity
GO:0015269,calcium-activated potassium channel activity
GO:0015297,antiporter activity
GO:0015299,solute:proton antiporter activity
GO:0015385,sodium:proton antiporter activity
GO:0015444,P-type magnesium transporter activity
GO:0015446,ATPase-coupled arsenite transmembrane transporter activity
GO:0015450,P-P-bond-hydrolysis-driven protein transmembrane transporter activity
GO:0015629,actin cytoskeleton
GO:0015662,P-type ion transporter activity
GO:0015671,oxygen transport
GO:0015693,magnesium ion transport
GO:0015703,chromate transport
GO:0015746,citrate transport
GO:0015780,nucleotide-sugar transmembrane transport
GO:0015914,phospholipid transport
GO:0015930,glutamate synthase activity
GO:0015934,large ribosomal subunit
GO:0015935,small ribosomal subunit
GO:0015936,coenzyme A metabolic process
GO:0015937,coenzyme A biosynthetic process
GO:0015940,pantothenate biosynthetic process
GO:0015976,carbon utilization
GO:0015979,photosynthesis
GO:0015986,ATP synthesis coupled proton transport
GO:0016020,membrane
GO:0016021,integral component of membrane
GO:0016034,maleylacetoacetate isomerase activity
GO:0016042,lipid catabolic process
GO:0016070,RNA metabolic process
GO:0016071,mRNA metabolic process
GO:0016117,carotenoid biosynthetic process
GO:0016149,"translation release factor activity, codon specific"
GO:0016151,nickel cation binding
GO:0016156,fumarate reductase (NADH) activity
GO:0016192,vesicle-mediated transport
GO:0016208,AMP binding
GO:0016209,antioxidant activity
GO:0016226,iron-sulfur cluster assembly
GO:0016229,steroid dehydrogenase activity
GO:0016246,RNA interference
GO:0016251,RNA polymerase II general transcription initiation factor activity
GO:0016272,prefoldin complex
GO:0016274,protein-arginine N-methyltransferase activity
GO:0016279,protein-lysine N-methyltransferase activity
GO:0016298,lipase activity
GO:0016300,tRNA (uracil) methyltransferase activity
GO:0016301,kinase activity
GO:0016303,1-phosphatidylinositol-3-kinase activity
GO:0016307,phosphatidylinositol phosphate kinase activity
GO:0016310,phosphorylation
GO:0016311,dephosphorylation
GO:0016312,inositol bisphosphate phosphatase activity
GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
GO:0016407,acetyltransferase activity
GO:0016409,palmitoyltransferase activity
GO:0016410,N-acyltransferase activity
GO:0016435,rRNA (guanine) methyltransferase activity
GO:0016442,RISC complex
GO:0016459,myosin complex
GO:0016462,pyrophosphatase activity
GO:0016485,protein processing
GO:0016491,oxidoreductase activity
GO:0016531,copper chaperone activity
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity
GO:0016539,intein-mediated protein splicing
GO:0016559,peroxisome fission
GO:0016567,protein ubiquitination
GO:0016575,histone deacetylation
GO:0016597,amino acid binding
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors"
GO:0016615,malate dehydrogenase activity
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"
GO:0016624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor"
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors"
GO:0016631,enoyl-[acyl-carrier-protein] reductase activity
GO:0016633,galactonolactone dehydrogenase activity
GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"
GO:0016651,"oxidoreductase activity, acting on NAD(P)H"
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
GO:0016706,2-oxoglutarate-dependent dioxygenase activity
GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
GO:0016740,transferase activity
GO:0016743,carboxyl- or carbamoyltransferase activity
GO:0016746,acyltransferase activity
GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups"
GO:0016751,S-succinyltransferase activity
GO:0016757,glycosyltransferase activity
GO:0016758,hexosyltransferase activity
GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GO:0016772,"transferase activity, transferring phosphorus-containing groups"
GO:0016773,"phosphotransferase activity, alcohol group as acceptor"
GO:0016776,"phosphotransferase activity, phosphate group as acceptor"
GO:0016779,nucleotidyltransferase activity
GO:0016780,"phosphotransferase activity, for other substituted phosphate groups"
GO:0016783,sulfurtransferase activity
GO:0016787,hydrolase activity
GO:0016788,"hydrolase activity, acting on ester bonds"
GO:0016791,phosphatase activity
GO:0016799,"hydrolase activity, hydrolyzing N-glycosyl compounds"
GO:0016805,dipeptidase activity
GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
GO:0016829,lyase activity
GO:0016830,carbon-carbon lyase activity
GO:0016831,carboxy-lyase activity
GO:0016833,oxo-acid-lyase activity
GO:0016836,hydro-lyase activity
GO:0016844,strictosidine synthase activity
GO:0016846,carbon-sulfur lyase activity
GO:0016853,isomerase activity
GO:0016857,"racemase and epimerase activity, acting on carbohydrates and derivatives"
GO:0016868,"intramolecular transferase activity, phosphotransferases"
GO:0016874,ligase activity
GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"
GO:0016887,ATPase
GO:0016888,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
GO:0016891,"endoribonuclease activity, producing 5'-phosphomonoesters"
GO:0016992,lipoate synthase activity
GO:0016998,cell wall macromolecule catabolic process
GO:0017000,antibiotic biosynthetic process
GO:0017018,myosin phosphatase activity
GO:0017020,myosin phosphatase regulator activity
GO:0017056,structural constituent of nuclear pore
GO:0017057,6-phosphogluconolactonase activity
GO:0017059,serine C-palmitoyltransferase complex
GO:0017065,single-strand selective uracil DNA N-glycosylase activity
GO:0017086,3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
GO:0017109,glutamate-cysteine ligase complex
GO:0017110,nucleoside-diphosphatase activity
GO:0017111,nucleoside-triphosphatase activity
GO:0017116,single-stranded DNA helicase activity
GO:0017136,"NAD-dependent histone deacetylase activity"
GO:0017150,tRNA dihydrouridine synthase activity
GO:0017172,cysteine dioxygenase activity
GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0018024,histone-lysine N-methyltransferase activity
GO:0018106,peptidyl-histidine phosphorylation
GO:0018149,peptide cross-linking
GO:0018193,peptidyl-amino acid modification
GO:0018298,protein-chromophore linkage
GO:0018667,cyclohexanone monooxygenase activity
GO:0018822,nitrile hydratase activity
GO:0019001,guanyl nucleotide binding
GO:0019008,molybdopterin synthase complex
GO:0019104,DNA N-glycosylase activity
GO:0019133,choline monooxygenase activity
GO:0019145,aminobutyraldehyde dehydrogenase activity
GO:0019199,transmembrane receptor protein kinase activity
GO:0019205,nucleobase-containing compound kinase activity
GO:0019211,phosphatase activator activity
GO:0019239,deaminase activity
GO:0019290,siderophore biosynthetic process
GO:0019343,cysteine biosynthetic process via cystathionine
GO:0019363,pyridine nucleotide biosynthetic process
GO:0019370,leukotriene biosynthetic process
GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
GO:0019438,aromatic compound biosynthetic process
GO:0019478,D-amino acid catabolic process
GO:0019627,urea metabolic process
GO:0019706,protein-cysteine S-palmitoyltransferase activity
GO:0019707,protein-cysteine S-acyltransferase activity
GO:0019752,carboxylic acid metabolic process
GO:0019787,ubiquitin-like protein transferase activity
GO:0019825,oxygen binding
GO:0019843,rRNA binding
GO:0019856,pyrimidine nucleobase biosynthetic process
GO:0019867,outer membrane
GO:0019877,diaminopimelate biosynthetic process
GO:0019894,kinesin binding
GO:0019898,extrinsic component of membrane
GO:0019904,protein domain specific binding
GO:0019912,cyclin-dependent protein kinase activating kinase activity
GO:0020037,heme binding
GO:0030001,metal ion transport
GO:0030036,actin cytoskeleton organization
GO:0030041,actin filament polymerization
GO:0030060,L-malate dehydrogenase activity
GO:0030071,regulation of mitotic metaphase/anaphase transition
GO:0030117,membrane coat
GO:0030126,COPI vesicle coat
GO:0030127,COPII vesicle coat
GO:0030130,clathrin coat of trans-Golgi network vesicle
GO:0030131,clathrin adaptor complex
GO:0030132,clathrin coat of coated pit
GO:0030145,manganese ion binding
GO:0030151,molybdenum ion binding
GO:0030154,cell differentiation
GO:0030163,protein catabolic process
GO:0030170,pyridoxal phosphate binding
GO:0030173,integral component of Golgi membrane
GO:0030176,integral component of endoplasmic reticulum membrane
GO:0030246,carbohydrate binding
GO:0030248,cellulose binding
GO:0030259,lipid glycosylation
GO:0030267,glyoxylate reductase (NADP+) activity
GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity
GO:0030286,dynein complex
GO:0030288,outer membrane-bounded periplasmic space
GO:0030337,DNA polymerase processivity factor activity
GO:0030429,kynureninase activity
GO:0030552,cAMP binding
GO:0030594,neurotransmitter receptor activity
GO:0030688,"preribosome, small subunit precursor"
GO:0030833,regulation of actin filament polymerization
GO:0030904,retromer complex
GO:0030942,endoplasmic reticulum signal peptide binding
GO:0030955,potassium ion binding
GO:0030976,thiamine pyrophosphate binding
GO:0030983,mismatched DNA binding
GO:0031012,extracellular matrix
GO:0031032,actomyosin structure organization
GO:0031071,cysteine desulfurase activity
GO:0031072,heat shock protein binding
GO:0031119,tRNA pseudouridine synthesis
GO:0031123,RNA 3'-end processing
GO:0031177,phosphopantetheine binding
GO:0031227,intrinsic component of endoplasmic reticulum membrane
GO:0031419,cobalamin binding
GO:0031461,cullin-RING ubiquitin ligase complex
GO:0031491,nucleosome binding
GO:0031532,actin cytoskeleton reorganization
GO:0031625,ubiquitin protein ligase binding
GO:0031957,very long-chain fatty acid-CoA ligase activity
GO:0032012,regulation of ARF protein signal transduction
GO:0032040,small-subunit processome
GO:0032259,methylation
GO:0032440,2-alkenal reductase [NAD(P)+] activity
GO:0033014,tetrapyrrole biosynthetic process
GO:0033897,ribonuclease T2 activity
GO:0033961,cis-stilbene-oxide hydrolase activity
GO:0034012,FAD-AMP lyase (cyclizing) activity
GO:0034038,deoxyhypusine synthase activity
GO:0035091,phosphatidylinositol binding
GO:0042128,nitrate assimilation
GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity"
GO:0042254,ribosome biogenesis
GO:0042255,ribosome assembly
GO:0042256,mature ribosome assembly
GO:0042281,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
GO:0042283,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
GO:0042300,beta-amyrin synthase activity
GO:0042325,regulation of phosphorylation
GO:0042450,arginine biosynthetic process via ornithine
GO:0042578,phosphoric ester hydrolase activity
GO:0042586,peptide deformylase activity
GO:0042625,ATPase-coupled ion transmembrane transporter activity
GO:0042626,ATPase-coupled transmembrane transporter activity
GO:0042709,succinate-CoA ligase complex
GO:0042719,mitochondrial intermembrane space protein transporter complex
GO:0042765,GPI-anchor transamidase complex
GO:0042803,protein homodimerization activity
GO:0042981,regulation of apoptotic process
GO:0043022,ribosome binding
GO:0043039,tRNA aminoacylation
GO:0043044,ATP-dependent chromatin remodeling
GO:0043087,regulation of GTPase activity
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0043262,adenosine-diphosphatase activity
GO:0043565,sequence-specific DNA binding
GO:0043631,RNA polyadenylation
GO:0043687,post-translational protein modification
GO:0043733,DNA-3-methylbase glycosylase activity
GO:0043743,LPPG:FO 2-phospho-L-lactate transferase activity
GO:0043798,glycerate 2-kinase activity
GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity
GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
GO:0043842,Kdo transferase activity
GO:0043864,indoleacetamide hydrolase activity
GO:0044237,cellular metabolic process
GO:0044249,cellular biosynthetic process
GO:0044262,cellular carbohydrate metabolic process
GO:0044267,cellular protein metabolic process
GO:0045039,protein insertion into mitochondrial inner membrane
GO:0045087,innate immune response
GO:0045239,tricarboxylic acid cycle enzyme complex
GO:0045259,proton-transporting ATP synthase complex
GO:0045281,succinate dehydrogenase complex
GO:0045454,cell redox homeostasis
GO:0045703,ketoreductase activity
GO:0046168,glycerol-3-phosphate catabolic process
GO:0046403,polynucleotide 3'-phosphatase activity
GO:0046488,phosphatidylinositol metabolic process
GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
GO:0046677,response to antibiotic
GO:0046835,carbohydrate phosphorylation
GO:0046854,phosphatidylinositol phosphate biosynthetic process
GO:0046872,metal ion binding
GO:0046873,metal ion transmembrane transporter activity
