goAcc,desc
GO:0010632,regulation of epithelial cell migration
GO:0010634,positive regulation of epithelial cell migration
GO:0010636,positive regulation of mitochondrial fusion
GO:0010648,negative regulation of cell communication
GO:0010667,negative regulation of cardiac muscle cell apoptotic process
GO:0010696,positive regulation of mitotic spindle pole body separation
GO:0010734,negative regulation of protein glutathionylation
GO:0010737,protein kinase A signaling
GO:0010739,positive regulation of protein kinase A signaling
GO:0010749,regulation of nitric oxide mediated signal transduction
GO:0010754,negative regulation of cGMP-mediated signaling
GO:0010756,positive regulation of plasminogen activation
GO:0010757,negative regulation of plasminogen activation
GO:0010793,regulation of mRNA export from nucleus
GO:0010795,regulation of ubiquinone biosynthetic process
GO:0010800,positive regulation of peptidyl-threonine phosphorylation
GO:0010801,negative regulation of peptidyl-threonine phosphorylation
GO:0010811,positive regulation of cell-substrate adhesion
GO:0010812,negative regulation of cell-substrate adhesion
GO:0010821,regulation of mitochondrion organization
GO:0010824,regulation of centrosome duplication
GO:0010825,positive regulation of centrosome duplication
GO:0010826,negative regulation of centrosome duplication
GO:0010828,positive regulation of glucose transmembrane transport
GO:0010829,negative regulation of glucose transmembrane transport
GO:0010833,telomere maintenance via telomere lengthening
GO:0010842,retina layer formation
GO:0010845,positive regulation of reciprocal meiotic recombination
GO:0010857,calcium-dependent protein kinase activity
GO:0010868,negative regulation of triglyceride biosynthetic process
GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0010883,regulation of lipid storage
GO:0010884,positive regulation of lipid storage
GO:0010888,negative regulation of lipid storage
GO:0010895,negative regulation of ergosterol biosynthetic process
GO:0010898,positive regulation of triglyceride catabolic process
GO:0010906,regulation of glucose metabolic process
GO:0010918,positive regulation of mitochondrial membrane potential
GO:0010927,cellular component assembly involved in morphogenesis
GO:0010940,positive regulation of necrotic cell death
GO:0010941,regulation of cell death
GO:0010942,positive regulation of cell death
GO:0010945,CoA pyrophosphatase activity
GO:0010948,negative regulation of cell cycle process
GO:0010950,positive regulation of endopeptidase activity
GO:0010951,negative regulation of endopeptidase activity
GO:0010952,positive regulation of peptidase activity
GO:0010954,positive regulation of protein processing
GO:0010960,magnesium ion homeostasis
GO:0010965,regulation of mitotic sister chromatid separation
GO:0010968,regulation of microtubule nucleation
GO:0010969,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
GO:0010970,transport along microtubule
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle
GO:0010973,positive regulation of division septum assembly
GO:0010975,regulation of neuron projection development
GO:0010976,positive regulation of neuron projection development
GO:0010977,negative regulation of neuron projection development
GO:0010994,free ubiquitin chain polymerization
GO:0010995,free ubiquitin chain depolymerization
GO:0010997,anaphase-promoting complex binding
GO:0012501,programmed cell death
GO:0012505,endomembrane system
GO:0012506,vesicle membrane
GO:0012507,ER to Golgi transport vesicle membrane
GO:0012510,trans-Golgi network transport vesicle membrane
GO:0014003,oligodendrocyte development
GO:0014004,microglia differentiation
GO:0014033,neural crest cell differentiation
GO:0014065,phosphatidylinositol 3-kinase signaling
GO:0014067,negative regulation of phosphatidylinositol 3-kinase signaling
GO:0014069,postsynaptic density
GO:0014706,striated muscle tissue development
GO:0014728,regulation of the force of skeletal muscle contraction
GO:0014802,terminal cisterna
GO:0014807,regulation of somitogenesis
GO:0014814,axon regeneration at neuromuscular junction
GO:0014823,response to activity
GO:0014850,response to muscle activity
GO:0014862,regulation of skeletal muscle contraction by chemo-mechanical energy conversion
GO:0014883,transition between fast and slow fiber
GO:0014898,cardiac muscle hypertrophy in response to stress
GO:0015012,heparan sulfate proteoglycan biosynthetic process
GO:0015018,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
GO:0015030,Cajal body
GO:0015038,glutathione disulfide oxidoreductase activity
GO:0015068,glycine amidinotransferase activity
GO:0015074,DNA integration
GO:0015075,ion transmembrane transporter activity
GO:0015079,potassium ion transmembrane transporter activity
GO:0015081,sodium ion transmembrane transporter activity
GO:0015095,magnesium ion transmembrane transporter activity
GO:0015098,molybdate ion transmembrane transporter activity
GO:0015105,arsenite transmembrane transporter activity
GO:0015108,chloride transmembrane transporter activity
GO:0015112,nitrate transmembrane transporter activity
GO:0015114,phosphate ion transmembrane transporter activity
GO:0015116,sulfate transmembrane transporter activity
GO:0015117,thiosulfate transmembrane transporter activity
GO:0015127,bilirubin transmembrane transporter activity
GO:0015131,oxaloacetate transmembrane transporter activity
GO:0015138,fumarate transmembrane transporter activity
GO:0015139,alpha-ketoglutarate transmembrane transporter activity
GO:0015140,malate transmembrane transporter activity
GO:0015141,succinate transmembrane transporter activity
GO:0015142,tricarboxylic acid transmembrane transporter activity
GO:0015144,carbohydrate transmembrane transporter activity
GO:0015146,pentose transmembrane transporter activity
GO:0015150,fucose transmembrane transporter activity
GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity
GO:0015168,glycerol transmembrane transporter activity
GO:0015175,neutral amino acid transmembrane transporter activity
GO:0015183,L-aspartate transmembrane transporter activity
GO:0015184,L-cystine transmembrane transporter activity
GO:0015187,glycine transmembrane transporter activity
GO:0015204,urea transmembrane transporter activity
GO:0015205,nucleobase transmembrane transporter activity
GO:0015217,ADP transmembrane transporter activity
GO:0015228,coenzyme A transmembrane transporter activity
GO:0015230,FAD transmembrane transporter activity
GO:0015245,fatty acid transmembrane transporter activity
GO:0015267,channel activity
GO:0015276,ligand-gated ion channel activity
GO:0015279,store-operated calcium channel activity
GO:0015292,uniporter activity
GO:0015293,symporter activity
GO:0015295,solute:proton symporter activity
GO:0015301,anion:anion antiporter activity
GO:0015318,inorganic molecular entity transmembrane transporter activity
GO:0015368,calcium:cation antiporter activity
GO:0015369,calcium:proton antiporter activity
GO:0015377,cation:chloride symporter activity
GO:0015386,potassium:proton antiporter activity
GO:0015399,primary active transmembrane transporter activity
GO:0015410,ABC-type manganese transporter activity
GO:0015419,ABC-type sulfate transporter activity
GO:0015459,potassium channel regulator activity
GO:0015499,formate transmembrane transporter activity
GO:0015562,efflux transmembrane transporter activity
GO:0015616,DNA translocase activity
GO:0015630,microtubule cytoskeleton
GO:0015631,tubulin binding
GO:0015643,toxic substance binding
GO:0015658,branched-chain amino acid transmembrane transporter activity
GO:0015670,carbon dioxide transport
GO:0015689,molybdate ion transport
GO:0015696,ammonium transport
GO:0015698,inorganic anion transport
GO:0015700,arsenite transport
GO:0015706,nitrate transport
GO:0015709,thiosulfate transport
GO:0015711,organic anion transport
GO:0015712,hexose phosphate transport
GO:0015723,bilirubin transport
GO:0015724,formate transport
GO:0015741,fumarate transport
GO:0015742,alpha-ketoglutarate transport
GO:0015743,malate transport
GO:0015744,succinate transport
GO:0015748,organophosphate ester transport
GO:0015750,pentose transmembrane transport
GO:0015756,fucose transmembrane transport
GO:0015793,glycerol transport
GO:0015798,myo-inositol transport
GO:0015803,branched-chain amino acid transport
GO:0015804,neutral amino acid transport
GO:0015811,L-cystine transport
GO:0015816,glycine transport
GO:0015833,peptide transport
GO:0015837,amine transport
GO:0015840,urea transport
GO:0015849,organic acid transport
GO:0015850,organic hydroxy compound transport
GO:0015851,nucleobase transport
GO:0015855,pyrimidine nucleobase transport
GO:0015866,ADP transport
GO:0015867,ATP transport
GO:0015876,acetyl-CoA transport
GO:0015880,coenzyme A transport
GO:0015883,FAD transport
GO:0015893,drug transport
GO:0015908,fatty acid transport
GO:0015909,long-chain fatty acid transport
GO:0015910,long-chain fatty acid import into peroxisome
GO:0015916,fatty-acyl-CoA transport
GO:0015919,peroxisomal membrane transport
GO:0015931,nucleobase-containing compound transport
GO:0015938,coenzyme A catabolic process
GO:0015970,guanosine tetraphosphate biosynthetic process
GO:0015977,carbon fixation
GO:0015985,"energy coupled proton transport, down electrochemical gradient"
GO:0015990,electron transport coupled proton transport
GO:0015994,chlorophyll metabolic process
GO:0015995,chlorophyll biosynthetic process
GO:0016012,sarcoglycan complex
GO:0016018,cyclosporin A binding
GO:0016024,CDP-diacylglycerol biosynthetic process
GO:0016035,zeta DNA polymerase complex
GO:0016036,cellular response to phosphate starvation
GO:0016040,glutamate synthase (NADH) activity
GO:0016050,vesicle organization
GO:0016052,carbohydrate catabolic process
GO:0016053,organic acid biosynthetic process
GO:0016054,organic acid catabolic process
GO:0016055,Wnt signaling pathway
GO:0016056,rhodopsin mediated signaling pathway
GO:0016060,metarhodopsin inactivation
GO:0016064,immunoglobulin mediated immune response
GO:0016072,rRNA metabolic process
GO:0016073,snRNA metabolic process
GO:0016074,sno(s)RNA metabolic process
GO:0016075,rRNA catabolic process
GO:0016081,synaptic vesicle docking
GO:0016094,polyprenol biosynthetic process
GO:0016104,triterpenoid biosynthetic process
GO:0016114,terpenoid biosynthetic process
GO:0016120,carotene biosynthetic process
GO:0016125,sterol metabolic process
GO:0016126,sterol biosynthetic process
GO:0016129,phytosteroid biosynthetic process
GO:0016132,brassinosteroid biosynthetic process
GO:0016138,glycoside biosynthetic process
GO:0016139,glycoside catabolic process
GO:0016152,mercury (II) reductase activity
GO:0016154,pyrimidine-nucleoside phosphorylase activity
GO:0016158,3-phytase activity
GO:0016161,beta-amylase activity
GO:0016174,"NAD(P)H oxidase H2O2-forming activity"
GO:0016180,snRNA processing
GO:0016197,endosomal transport
GO:0016233,telomere capping
GO:0016234,inclusion body
GO:0016235,aggresome
GO:0016236,macroautophagy
GO:0016237,lysosomal microautophagy
GO:0016239,positive regulation of macroautophagy
GO:0016241,regulation of macroautophagy
GO:0016242,negative regulation of macroautophagy
GO:0016247,channel regulator activity
GO:0016255,attachment of GPI anchor to protein
GO:0016260,selenocysteine biosynthetic process
GO:0016266,O-glycan processing
GO:0016281,eukaryotic translation initiation factor 4F complex
GO:0016282,eukaryotic 43S preinitiation complex
GO:0016319,mushroom body development
GO:0016322,neuron remodeling
GO:0016323,basolateral plasma membrane
GO:0016324,apical plasma membrane
GO:0016328,lateral plasma membrane
GO:0016333,morphogenesis of follicular epithelium
GO:0016358,dendrite development
GO:0016360,sensory organ precursor cell fate determination
GO:0016363,nuclear matrix
GO:0016401,palmitoyl-CoA oxidase activity
GO:0016405,CoA-ligase activity
GO:0016422,mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity
GO:0016428,tRNA (cytosine-5-)-methyltransferase activity
GO:0016429,tRNA (adenine-N1-)-methyltransferase activity
GO:0016441,posttranscriptional gene silencing
GO:0016446,somatic hypermutation of immunoglobulin genes
GO:0016453,C-acetyltransferase activity
GO:0016458,gene silencing
GO:0016464,chloroplast protein-transporting ATPase activity
GO:0016471,vacuolar proton-transporting V-type ATPase complex
GO:0016477,cell migration
GO:0016479,negative regulation of transcription by RNA polymerase I
GO:0016480,negative regulation of transcription by RNA polymerase III
GO:0016482,cytosolic transport
GO:0016504,peptidase activator activity
GO:0016507,mitochondrial fatty acid beta-oxidation multienzyme complex
GO:0016508,long-chain-enoyl-CoA hydratase activity
GO:0016514,SWI/SNF complex
GO:0016525,negative regulation of angiogenesis
GO:0016532,superoxide dismutase copper chaperone activity
GO:0016540,protein autoprocessing
GO:0016556,mRNA modification
GO:0016558,protein import into peroxisome matrix
GO:0016560,"protein import into peroxisome matrix, docking"
GO:0016570,histone modification
GO:0016572,histone phosphorylation
GO:0016573,histone acetylation
GO:0016574,histone ubiquitination
GO:0016578,histone deubiquitination
GO:0016579,protein deubiquitination
GO:0016584,nucleosome positioning
GO:0016592,mediator complex
GO:0016593,Cdc73/Paf1 complex
GO:0016594,glycine binding
GO:0016602,CCAAT-binding factor complex
GO:0016603,glutaminyl-peptide cyclotransferase activity
GO:0016604,nuclear body
GO:0016607,nuclear speck
GO:0016618,hydroxypyruvate reductase activity
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
GO:0016642,"oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor"
GO:0016643,"oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor"
GO:0016645,"oxidoreductase activity, acting on the CH-NH group of donors"
GO:0016649,"oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor"
GO:0016652,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor"
GO:0016653,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"
GO:0016661,"oxidoreductase activity, acting on other nitrogenous compounds as donors"
GO:0016668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor"
GO:0016670,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor"
GO:0016679,"oxidoreductase activity, acting on diphenols and related substances as donors"
GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"
GO:0016714,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
GO:0016715,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen"
GO:0016732,"oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor"
GO:0016760,cellulose synthase (UDP-forming) activity
GO:0016767,geranylgeranyl-diphosphate geranylgeranyltransferase activity
GO:0016775,"phosphotransferase activity, nitrogenous group as acceptor"
GO:0016790,thiolester hydrolase activity
GO:0016798,"hydrolase activity, acting on glycosyl bonds"
GO:0016803,ether hydrolase activity
GO:0016807,cysteine-type carboxypeptidase activity
GO:0016814,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"
GO:0016817,"hydrolase activity, acting on acid anhydrides"
GO:0016819,"hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides"
GO:0016841,ammonia-lyase activity
GO:0016864,"intramolecular oxidoreductase activity, transposing S-S bonds"
GO:0016871,cycloartenol synthase activity
GO:0016872,intramolecular lyase activity
GO:0016875,"ligase activity, forming carbon-oxygen bonds"
GO:0016878,acid-thiol ligase activity
GO:0016879,"ligase activity, forming carbon-nitrogen bonds"
GO:0016893,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"
GO:0016899,"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor"
GO:0016900,"oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor"
GO:0016905,myosin heavy chain kinase activity
GO:0016920,pyroglutamyl-peptidase activity
GO:0016925,protein sumoylation
GO:0016971,flavin-linked sulfhydryl oxidase activity
GO:0016972,thiol oxidase activity
GO:0016973,poly(A)+ mRNA export from nucleus
GO:0016977,chitosanase activity
GO:0016987,sigma factor activity
GO:0017001,antibiotic catabolic process
GO:0017009,protein-phycocyanobilin linkage
GO:0017013,protein flavinylation
GO:0017022,myosin binding
GO:0017025,TBP-class protein binding
GO:0017038,protein import
GO:0017040,N-acylsphingosine amidohydrolase activity
GO:0017050,D-erythro-sphingosine kinase activity
GO:0017053,transcription repressor complex
GO:0017061,S-methyl-5-thioadenosine phosphorylase activity
GO:0017062,respiratory chain complex III assembly
GO:0017064,fatty acid amide hydrolase activity
GO:0017069,snRNA binding
GO:0017070,U6 snRNA binding
GO:0017101,aminoacyl-tRNA synthetase multienzyme complex
GO:0017119,Golgi transport complex
GO:0017121,plasma membrane phospholipid scrambling
GO:0017124,SH3 domain binding
GO:0017128,phospholipid scramblase activity
GO:0017144,drug metabolic process
GO:0017145,stem cell division
GO:0017147,Wnt-protein binding
GO:0017148,negative regulation of translation
GO:0017151,DEAD/H-box RNA helicase binding
GO:0017166,vinculin binding
GO:0017171,serine hydrolase activity
GO:0017177,glucosidase II complex
GO:0017178,diphthine-ammonia ligase activity
GO:0017182,peptidyl-diphthamide metabolic process
GO:0017186,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase"
GO:0017196,N-terminal peptidyl-methionine acetylation
GO:0018013,N-terminal peptidyl-glycine methylation
GO:0018021,peptidyl-histidine methylation
GO:0018022,peptidyl-lysine methylation
GO:0018025,calmodulin-lysine N-methyltransferase activity
GO:0018027,peptidyl-lysine dimethylation
GO:0018063,cytochrome c-heme linkage
GO:0018064,protein-L-histidine N-tele-methyltransferase activity
GO:0018095,protein polyglutamylation
GO:0018105,peptidyl-serine phosphorylation
GO:0018107,peptidyl-threonine phosphorylation
GO:0018108,peptidyl-tyrosine phosphorylation
GO:0018114,threonine racemase activity
GO:0018126,protein hydroxylation
GO:0018130,heterocycle biosynthetic process
GO:0018142,protein-DNA covalent cross-linking
GO:0018158,protein oxidation
GO:0018160,peptidyl-pyrromethane cofactor linkage
GO:0018196,peptidyl-asparagine modification
GO:0018200,peptidyl-glutamic acid modification
GO:0018201,peptidyl-glycine modification
GO:0018202,peptidyl-histidine modification
GO:0018205,peptidyl-lysine modification
GO:0018206,peptidyl-methionine modification
GO:0018209,peptidyl-serine modification
GO:0018210,peptidyl-threonine modification
GO:0018212,peptidyl-tyrosine modification
GO:0018215,protein phosphopantetheinylation
GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine
GO:0018272,protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine
GO:0018279,protein N-linked glycosylation via asparagine
GO:0018283,iron incorporation into metallo-sulfur cluster
GO:0018315,molybdenum incorporation into molybdenum-molybdopterin complex
GO:0018343,protein farnesylation
GO:0018344,protein geranylgeranylation
GO:0018345,protein palmitoylation
GO:0018377,protein myristoylation
GO:0018393,internal peptidyl-lysine acetylation
GO:0018395,peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine
GO:0018401,peptidyl-proline hydroxylation to 4-hydroxy-L-proline
GO:0018478,malonate-semialdehyde dehydrogenase (acetylating) activity
GO:0018479,benzaldehyde dehydrogenase (NAD+) activity
GO:0018506,maleylacetate reductase activity
GO:0018580,nitronate monooxygenase activity
GO:0018738,S-formylglutathione hydrolase activity
GO:0018787,4-chlorobenzoyl-CoA dehalogenase activity
GO:0018812,3-hydroxyacyl-CoA dehydratase activity
GO:0018845,2-hydroxychromene-2-carboxylate isomerase activity
GO:0018990,"ecdysis, chitin-based cuticle"
GO:0018991,oviposition
GO:0018992,germ-line sex determination
GO:0018996,"molting cycle, collagen and cuticulin-based cuticle"
GO:0019003,GDP binding
GO:0019005,SCF ubiquitin ligase complex
GO:0019094,pole plasm mRNA localization
GO:0019134,glucosamine-1-phosphate N-acetyltransferase activity
GO:0019135,deoxyhypusine monooxygenase activity
GO:0019143,3-deoxy-manno-octulosonate-8-phosphatase activity
GO:0019153,protein-disulfide reductase (glutathione) activity
GO:0019208,phosphatase regulator activity
GO:0019209,kinase activator activity
GO:0019215,intermediate filament binding
GO:0019216,regulation of lipid metabolic process
GO:0019220,regulation of phosphate metabolic process
GO:0019226,transmission of nerve impulse
GO:0019236,response to pheromone
GO:0019237,centromeric DNA binding
GO:0019243,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GO:0019255,glucose 1-phosphate metabolic process
GO:0019262,N-acetylneuraminate catabolic process
GO:0019264,glycine biosynthetic process from serine
GO:0019284,L-methionine salvage from S-adenosylmethionine
GO:0019285,glycine betaine biosynthetic process from choline
GO:0019287,"isopentenyl diphosphate biosynthetic process, mevalonate pathway"
GO:0019305,dTDP-rhamnose biosynthetic process
GO:0019310,inositol catabolic process
GO:0019318,hexose metabolic process
GO:0019319,hexose biosynthetic process
GO:0019320,hexose catabolic process
GO:0019322,pentose biosynthetic process
GO:0019323,pentose catabolic process
GO:0019336,phenol-containing compound catabolic process
GO:0019344,cysteine biosynthetic process
GO:0019346,transsulfuration
GO:0019348,dolichol metabolic process
GO:0019365,pyridine nucleotide salvage
GO:0019367,"fatty acid elongation, saturated fatty acid"
GO:0019369,arachidonic acid metabolic process
GO:0019372,lipoxygenase pathway
GO:0019377,glycolipid catabolic process
GO:0019405,alditol catabolic process
GO:0019417,sulfur oxidation
GO:0019419,sulfate reduction
GO:0019427,acetyl-CoA biosynthetic process from acetate
GO:0019430,removal of superoxide radicals
GO:0019432,triglyceride biosynthetic process
GO:0019433,triglyceride catabolic process
GO:0019439,aromatic compound catabolic process
GO:0019441,tryptophan catabolic process to kynurenine
GO:0019464,glycine decarboxylation via glycine cleavage system
GO:0019509,L-methionine salvage from methylthioadenosine
GO:0019510,S-adenosylhomocysteine catabolic process
GO:0019511,peptidyl-proline hydroxylation
GO:0019521,D-gluconate metabolic process
GO:0019544,arginine catabolic process to glutamate
GO:0019557,histidine catabolic process to glutamate and formate
GO:0019563,glycerol catabolic process
GO:0019606,2-oxobutyrate catabolic process
GO:0019637,organophosphate metabolic process
GO:0019655,glycolytic fermentation to ethanol
GO:0019673,GDP-mannose metabolic process
GO:0019674,"NAD metabolic process"
GO:0019676,ammonia assimilation cycle
GO:0019677,"NAD catabolic process"
GO:0019679,"propionate metabolic process, methylcitrate cycle"
GO:0019693,ribose phosphate metabolic process
GO:0019720,Mo-molybdopterin cofactor metabolic process
GO:0019722,calcium-mediated signaling
GO:0019740,nitrogen utilization
GO:0019748,secondary metabolic process
GO:0019751,polyol metabolic process
GO:0019773,"proteasome core complex, alpha-subunit complex"
GO:0019774,"proteasome core complex, beta-subunit complex"
GO:0019781,NEDD8 activating enzyme activity
GO:0019784,NEDD8-specific protease activity
GO:0019789,SUMO transferase activity
GO:0019799,tubulin N-acetyltransferase activity
GO:0019805,quinolinate biosynthetic process
GO:0019827,stem cell population maintenance
GO:0019828,aspartic-type endopeptidase inhibitor activity
GO:0019829,ATPase-coupled cation transmembrane transporter activity
GO:0019842,vitamin binding
GO:0019853,L-ascorbic acid biosynthetic process
GO:0019866,organelle inner membrane
GO:0019875,6-aminohexanoate-dimer hydrolase activity
GO:0019878,lysine biosynthetic process via aminoadipic acid
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I
GO:0019887,protein kinase regulator activity
GO:0019888,protein phosphatase regulator activity
GO:0019896,axonal transport of mitochondrion
GO:0019897,extrinsic component of plasma membrane
GO:0019899,enzyme binding
GO:0019900,kinase binding
GO:0019901,protein kinase binding
GO:0019902,phosphatase binding
GO:0019903,protein phosphatase binding
GO:0019905,syntaxin binding
GO:0019907,cyclin-dependent protein kinase activating kinase holoenzyme complex
GO:0019915,lipid storage
GO:0019918,"peptidyl-arginine methylation, to symmetrical-dimethyl arginine"
GO:0019933,cAMP-mediated signaling
GO:0019934,cGMP-mediated signaling
GO:0019941,modification-dependent protein catabolic process
GO:0019948,SUMO activating enzyme activity
GO:0019953,sexual reproduction
GO:0019954,asexual reproduction
GO:0019985,translesion synthesis
GO:0019991,septate junction assembly
GO:0020002,host cell plasma membrane
GO:0020008,rhoptry
GO:0020009,microneme
GO:0020011,apicoplast
GO:0020015,glycosome
GO:0020022,acidocalcisome
GO:0020023,kinetoplast
GO:0020036,Maurer's cleft
GO:0021508,floor plate formation
GO:0021510,spinal cord development
GO:0021522,spinal cord motor neuron differentiation
GO:0021532,neural tube patterning
GO:0021553,olfactory nerve development
GO:0021554,optic nerve development
GO:0021587,cerebellum morphogenesis
GO:0021591,ventricular system development
GO:0021605,cranial nerve maturation
GO:0021680,cerebellar Purkinje cell layer development
GO:0021692,cerebellar Purkinje cell layer morphogenesis
GO:0021702,cerebellar Purkinje cell differentiation
GO:0021756,striatum development
GO:0021764,amygdala development
GO:0021766,hippocampus development
GO:0021772,olfactory bulb development
GO:0021795,cerebral cortex cell migration
GO:0021895,cerebral cortex neuron differentiation
GO:0021987,cerebral cortex development
GO:0022008,neurogenesis
GO:0022400,regulation of rhodopsin mediated signaling pathway
GO:0022402,cell cycle process
GO:0022404,molting cycle process
GO:0022408,negative regulation of cell-cell adhesion
GO:0022409,positive regulation of cell-cell adhesion
GO:0022411,cellular component disassembly
GO:0022412,cellular process involved in reproduction in multicellular organism
GO:0022413,reproductive process in single-celled organism
GO:0022414,reproductive process
GO:0022416,chaeta development
GO:0022603,regulation of anatomical structure morphogenesis
GO:0022604,regulation of cell morphogenesis
GO:0022607,cellular component assembly
GO:0022616,DNA strand elongation
GO:0022618,ribonucleoprotein complex assembly
GO:0022625,cytosolic large ribosomal subunit
GO:0022626,cytosolic ribosome
GO:0022627,cytosolic small ribosomal subunit
GO:0022834,ligand-gated channel activity
GO:0022836,gated channel activity
GO:0022853,active ion transmembrane transporter activity
GO:0022857,transmembrane transporter activity
GO:0022889,serine transmembrane transporter activity
GO:0022890,inorganic cation transmembrane transporter activity
GO:0022900,electron transport chain
GO:0022904,respiratory electron transport chain
GO:0023041,neuronal signal transduction
GO:0023052,signaling
GO:0023056,positive regulation of signaling
GO:0023057,negative regulation of signaling
GO:0030003,cellular cation homeostasis
GO:0030004,cellular monovalent inorganic cation homeostasis
GO:0030008,TRAPP complex
GO:0030010,establishment of cell polarity
GO:0030011,maintenance of cell polarity
GO:0030014,CCR4-NOT complex
GO:0030015,CCR4-NOT core complex
GO:0030016,myofibril
GO:0030017,sarcomere
GO:0030018,Z disc
GO:0030026,cellular manganese ion homeostasis
GO:0030027,lamellipodium
GO:0030029,actin filament-based process
GO:0030030,cell projection organization
GO:0030031,cell projection assembly
GO:0030032,lamellipodium assembly
GO:0030033,microvillus assembly
GO:0030042,actin filament depolymerization
GO:0030046,parallel actin filament bundle assembly
GO:0030047,actin modification
GO:0030048,actin filament-based movement
GO:0030049,muscle filament sliding
GO:0030050,vesicle transport along actin filament
GO:0030054,cell junction
GO:0030057,desmosome
GO:0030089,phycobilisome
GO:0030091,protein repair
GO:0030097,hemopoiesis
GO:0030099,myeloid cell differentiation
GO:0030100,regulation of endocytosis
GO:0030118,clathrin coat
GO:0030119,AP-type membrane coat adaptor complex
GO:0030120,vesicle coat
GO:0030121,AP-1 adaptor complex
GO:0030122,AP-2 adaptor complex
GO:0030123,AP-3 adaptor complex
GO:0030124,AP-4 adaptor complex
GO:0030125,clathrin vesicle coat
GO:0030133,transport vesicle
GO:0030134,COPII-coated ER to Golgi transport vesicle
GO:0030136,clathrin-coated vesicle
GO:0030139,endocytic vesicle
GO:0030140,trans-Golgi network transport vesicle
GO:0030141,secretory granule
GO:0030144,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity"
GO:0030148,sphingolipid biosynthetic process
GO:0030149,sphingolipid catabolic process
GO:0030150,protein import into mitochondrial matrix
GO:0030155,regulation of cell adhesion
GO:0030159,signaling receptor complex adaptor activity
GO:0030162,regulation of proteolysis
GO:0030168,platelet activation
GO:0030171,voltage-gated proton channel activity
GO:0030174,regulation of DNA-dependent DNA replication initiation
GO:0030175,filopodium
GO:0030177,positive regulation of Wnt signaling pathway
GO:0030178,negative regulation of Wnt signaling pathway
GO:0030182,neuron differentiation
GO:0030183,B cell differentiation
GO:0030186,melatonin metabolic process
GO:0030203,glycosaminoglycan metabolic process
GO:0030210,heparin biosynthetic process
GO:0030218,erythrocyte differentiation
GO:0030234,enzyme regulator activity
GO:0030235,nitric-oxide synthase regulator activity
GO:0030239,myofibril assembly
GO:0030242,autophagy of peroxisome
GO:0030243,cellulose metabolic process
GO:0030244,cellulose biosynthetic process
GO:0030245,cellulose catabolic process
GO:0030247,polysaccharide binding
GO:0030258,lipid modification
GO:0030261,chromosome condensation
GO:0030276,clathrin binding
GO:0030282,bone mineralization
GO:0030289,protein phosphatase 4 complex
GO:0030291,protein serine/threonine kinase inhibitor activity
GO:0030295,protein kinase activator activity
GO:0030300,regulation of intestinal cholesterol absorption
GO:0030301,cholesterol transport
GO:0030307,positive regulation of cell growth
GO:0030308,negative regulation of cell growth
GO:0030316,osteoclast differentiation
GO:0030317,flagellated sperm motility
GO:0030322,stabilization of membrane potential
GO:0030324,lung development
