28382	Cytoskeleton	K10410	not significant	28382	K10410	ko00001																													ko03037	ko04812											
102706	Cytoskeleton	K10415	not significant	102706	K10415	ko00001																								ko03036						ko04812											
135782	Cytoskeleton	K10424	not significant	135782	K10424	ko00001																								ko03036						ko04812											
10610	Cytoskeleton	K11143	not significant	10610	K11143	ko00001																													ko03037	ko04812											
42032	Cytoskeleton	K13024	not significant	42032	K13024	ko00001	ko01000																																								
49785	Cytoskeleton	K14863	not significant	49785	K14863	ko00001																ko03009																									
139128	Cytoskeleton	K16575	not significant	139128	K16575	ko00001																								ko03036						ko04812	ko04147										
43879	Cytoskeleton	K16612	not significant	43879	K16612	ko00001																														ko04812											
151276	Cytoskeleton	K16803	not significant	151276	K16803	ko00001																								ko03036						ko04812											
47687	Cytoskeleton	K17260	not significant	47687	K17260	ko00001																				ko04131										ko04812	ko04147										
139729	Cytoskeleton	K17785	not significant	139729	K17785	ko00001																										ko03029															
141004	Cytoskeleton	K17973	not significant	141004	K17973	ko00001																										ko03029															
2349	Cytoskeleton	K18584	not significant	2349	K18584	ko00001																				ko04131										ko04812	ko04147										
140208	Cytoskeleton	K18619	not significant	140208	K18619	ko00001																														ko04812											
142792	Cytoskeleton	K19476	not significant	142792	K19476	ko00001																																									
3556	Cytoskeleton	K19942	not significant	3556	K19942	ko00001																				ko04131									ko03037												
141618	Cytoskeleton	K20526	not significant	141618	K20526	ko00001																				ko04131																					
631	Cytoskeleton	NA																																													
4186	Cytoskeleton	NA																																													
7389	Cytoskeleton	NA																																													
7767	Cytoskeleton	NA																																													
11058	Cytoskeleton	NA																																													
12425	Cytoskeleton	NA																																													
33631	Cytoskeleton	NA																																													
33998	Cytoskeleton	NA																																													
35471	Cytoskeleton	NA																																													
35868	Cytoskeleton	NA																																													
36332	Cytoskeleton	NA																																													
41874	Cytoskeleton	NA																																													
42058	Cytoskeleton	NA																																													
43100	Cytoskeleton	NA																																													
43836	Cytoskeleton	NA																																													
48202	Cytoskeleton	NA																																													
48450	Cytoskeleton	NA																																													
62627	Cytoskeleton	NA																																													
67481	Cytoskeleton	NA																																													
71032	Cytoskeleton	NA																																													
72797	Cytoskeleton	NA																																													
74893	Cytoskeleton	NA																																													
75623	Cytoskeleton	NA																																													
75760	Cytoskeleton	NA																																													
90947	Cytoskeleton	NA																																													
116136	Cytoskeleton	NA																																													
117796	Cytoskeleton	NA																																													
118705	Cytoskeleton	NA																																													
137424	Cytoskeleton	NA																																													
137600	Cytoskeleton	NA																																													
137893	Cytoskeleton	NA																																													
138776	Cytoskeleton	NA																																													
139080	Cytoskeleton	NA																																													
139461	Cytoskeleton	NA																																													
139576	Cytoskeleton	NA																																													
140231	Cytoskeleton	NA																																													
140323	Cytoskeleton	NA																																													
142745	Cytoskeleton	NA																																													
142750	Cytoskeleton	NA																																													
142851	Cytoskeleton	NA																																													
145675	Cytoskeleton	NA																																													
41562&49025	Cytoskeleton	NA																																													
9737	Cytoskeleton; General function prediction only	NA																																													
140862	Cytoskeleton; General function prediction only	NA																																													
111183	Cytoskeleton; Intracellular trafficking, secretion, and vesicular transport	K07943	not significant	111183	K07943	ko00001																								ko03036											ko04031						
95387	Cytoskeleton; Signal transduction mechanisms	K17261	not significant	95387	K17261	ko00001																				ko04131											ko04147										
138808	Cytoskeleton; Signal transduction mechanisms	K17261	not significant	138808	K17261	ko00001																															ko04147										
117814	Defense mechanisms	K00225	not significant	117814	K00225	ko00001	ko01000																																								
41622	Defense mechanisms	K00594	not significant	41622	K00594	ko00001	ko01000																																								
46743	Defense mechanisms	K01011	not significant	46743	K01011	ko00001	ko01000																																								
45593	Defense mechanisms	K07253	not significant	45593	K07253	ko00001	ko01000																														ko04147										
138850	Defense mechanisms	K14731	not significant	138850	K14731	ko00001	ko01000																																								
10253	Defense mechanisms	NA																																													
43360	Defense mechanisms	NA																																													
45929	Defense mechanisms	NA																																													
47782	Defense mechanisms	NA																																													
80466	Defense mechanisms	NA																																													
136646	Defense mechanisms	NA																																													
46169	Energy production and conversion	K00128	G1	46169	K00128	ko00001	ko01000																																								
105607	Energy production and conversion	K00128	G1	105607	K00128	ko00001	ko01000																																								
117291	Energy production and conversion	K00161	G1	117291	K00161	ko00001	ko01000																																								
46525	Energy production and conversion	K00167	G1	46525	K00167	ko00001	ko01000																																								
55836	Energy production and conversion	K00627	G1	55836	K00627	ko00001	ko01000																																								
139391	Energy production and conversion	K00627	G1	139391	K00627	ko00001	ko01000																																								
140607	Energy production and conversion	K00934	G1	140607	K00934	ko00001	ko01000																																								
137187	Energy production and conversion	K01026	G1	137187	K01026	ko00001	ko01000																																								
136502	Energy production and conversion	K02145	G1	136502	K02145	ko00001	ko01000																																								
119116	Energy production and conversion	K02147	G1	119116	K02147	ko00001																															ko04147										
44883	Energy production and conversion	K02148	G1	44883	K02148	ko00001																																									
68849	Energy production and conversion	K05863	G1	68849	K05863	ko00001																										ko03029	ko02000														
139073	Energy production and conversion	K15100	G1	139073	K15100	ko00001																											ko02000														
46635	Energy production and conversion	K15109	G1	46635	K15109	ko00001																											ko02000														
115638	Energy production and conversion	K15303	G1	115638	K15303	ko00001																																									
79000	Energy production and conversion	K00026	G2	79000	K00026	ko00001	ko01000																																								
111355	Energy production and conversion	K01507	G2	111355	K01507	ko00001	ko01000																																								
141670	Energy production and conversion	K01507	G2	141670	K01507	ko00001	ko01000																																								
67186	Energy production and conversion	K02265	G2	67186	K02265	ko00001																																									
41608	Energy production and conversion	K03949	G2	41608	K03949	ko00001																																									
42396	Energy production and conversion	K08738	G2	42396	K08738	ko00001																																									
47088	Energy production and conversion	K22071	G2	47088	K22071	ko00001																										ko03029															
142490	Energy production and conversion	K00101	G3	142490	K00101	ko00001	ko01000																																								
46343	Energy production and conversion	K00380	G3	46343	K00380	ko00001	ko01000																																								
66133	Energy production and conversion	K01507	G3	66133	K01507	ko00001	ko01000																																								
46348	Energy production and conversion	K17662	G3	46348	K17662	ko00001																										ko03029															
109323	Energy production and conversion	K17871	G3	109323	K17871																																										
73845	Energy production and conversion	K00029	G4	73845	K00029	ko00001	ko01000																																								
71960	Energy production and conversion	K00294	G4	71960	K00294	ko00001	ko01000																																								
142626	Energy production and conversion	K02133	G4	142626	K02133	ko00001	ko01000																																								
47450	Energy production and conversion	K02137	G4	47450	K02137	ko00001																																									
140885	Energy production and conversion	K02138	G4	140885	K02138	ko00001																																									
71806	Energy production and conversion	K00006	not significant	71806	K00006	ko00001	ko01000																																								
70178	Energy production and conversion	K00026	not significant	70178	K00026	ko00001	ko01000																																								
85731	Energy production and conversion	K00027	not significant	85731	K00027	ko00001	ko01000																																								
43266	Energy production and conversion	K00102	not significant	43266	K00102	ko00001	ko01000																																								
7656	Energy production and conversion	K00111	not significant	7656	K00111	ko00001	ko01000																																								
136473	Energy production and conversion	K00111	not significant	136473	K00111	ko00001	ko01000																																								
139055	Energy production and conversion	K00122	not significant	139055	K00122	ko00001	ko01000																																								
75978	Energy production and conversion	K00130	not significant	75978	K00130	ko00001	ko01000																																								
120334	Energy production and conversion	K00130	not significant	120334	K00130	ko00001	ko01000																																								
41840	Energy production and conversion	K00135	not significant	41840	K00135	ko00001	ko01000																																								
42435	Energy production and conversion	K00162	not significant	42435	K00162	ko00001	ko01000																																								
137024	Energy production and conversion	K00166	not significant	137024	K00166	ko00001	ko01000																																								
137277	Energy production and conversion	K00234	not significant	137277	K00234	ko00001	ko01000																																								
116372	Energy production and conversion	K00235	not significant	116372	K00235	ko00001	ko01000																																								
46910	Energy production and conversion	K00311	not significant	46910	K00311	ko00001	ko01000																																								
138785	Energy production and conversion	K00326	not significant	138785	K00326	ko00001	ko01000																																								
136964	Energy production and conversion	K00327	not significant	136964	K00327	ko00001	ko01000																																								
85669	Energy production and conversion	K00332	not significant	85669	K00332	ko00001	ko01000																																								
118443	Energy production and conversion	K00382	not significant	118443	K00382	ko00001	ko01000																														ko04147										
45002	Energy production and conversion	K00387	not significant	45002	K00387	ko00001	ko01000																																								
47355	Energy production and conversion	K00411	not significant	47355	K00411	ko00001	ko01000																																								
43682	Energy production and conversion	K00413	not significant	43682	K00413	ko00001																																									
137795	Energy production and conversion	K00416	not significant	137795	K00416	ko00001																																									
47961	Energy production and conversion	K00417	not significant	47961	K00417	ko00001																																									
141547	Energy production and conversion	K00627	not significant	141547	K00627	ko00001	ko01000																																								
11757	Energy production and conversion	K00658	not significant	11757	K00658	ko00001	ko01000																																								
52554	Energy production and conversion	K00658	not significant	52554	K00658	ko00001	ko01000																																								
48165	Energy production and conversion	K01027	not significant	48165	K01027	ko00001	ko01000																																								
72745	Energy production and conversion	K01512	not significant	72745	K01512	ko00001	ko01000																																								
40044	Energy production and conversion	K01514	not significant	40044	K01514	ko00001	ko01000																																								
44127	Energy production and conversion	K01637	not significant	44127	K01637	ko00001	ko01000																																								
104773	Energy production and conversion	K01637	not significant	104773	K01637	ko00001	ko01000																																								
83414	Energy production and conversion	K01638	not significant	83414	K01638	ko00001	ko01000																																								
36111	Energy production and conversion	K01647	not significant	36111	K01647	ko00001	ko01000																																								
139023	Energy production and conversion	K01679	not significant	139023	K01679	ko00001	ko01000																																								
75393	Energy production and conversion	K01899	not significant	75393	K01899	ko00001	ko01000																																								
43584	Energy production and conversion	K01900	not significant	43584	K01900	ko00001	ko01000																														ko04147										
45659	Energy production and conversion	K01900	not significant	45659	K01900	ko00001	ko01000																														ko04147										
91103	Energy production and conversion	K01958	not significant	91103	K01958	ko00001	ko01000																																								
78378	Energy production and conversion	K02132	not significant	78378	K02132	ko00001																																									
85300	Energy production and conversion	K02133	not significant	85300	K02133	ko00001	ko01000																																								
68446	Energy production and conversion	K02134	not significant	68446	K02134	ko00001																																									
69542	Energy production and conversion	K02136	not significant	69542	K02136	ko00001																																									
81839	Energy production and conversion	K02144	not significant	81839	K02144	ko00001																																									
41753	Energy production and conversion	K02146	not significant	41753	K02146	ko00001																																									
42499	Energy production and conversion	K02149	not significant	42499	K02149	ko00001																																									
139405	Energy production and conversion	K02150	not significant	139405	K02150	ko00001																																									
81536	Energy production and conversion	K02151	not significant	81536	K02151	ko00001																																									
68336	Energy production and conversion	K02152	not significant	68336	K02152	ko00001																																									
43789	Energy production and conversion	K02154	not significant	43789	K02154	ko00001																															ko04147										
136501	Energy production and conversion	K02155	not significant	136501	K02155	ko00001																																									
139750	Energy production and conversion	K02155	not significant	139750	K02155	ko00001																																									
116936	Energy production and conversion	K02267	not significant	116936	K02267	ko00001																																									
28528	Energy production and conversion	K03521	not significant	28528	K03521	ko00001																																									
141059	Energy production and conversion	K03522	not significant	141059	K03522	ko00001																															ko04147										
140684	Energy production and conversion	K03934	not significant	140684	K03934	ko00001	ko01000																																								
139114	Energy production and conversion	K03937	not significant	139114	K03937	ko00001																																									
78490	Energy production and conversion	K03939	not significant	78490	K03939	ko00001																																									
137451	Energy production and conversion	K03940	not significant	137451	K03940	ko00001	ko01000																																								
40131	Energy production and conversion	K03941	not significant	40131	K03941	ko00001	ko01000																																								
137104	Energy production and conversion	K03942	not significant	137104	K03942	ko00001	ko01000																																								
47920	Energy production and conversion	K03943	not significant	47920	K03943	ko00001	ko01000																																								
55592	Energy production and conversion	K03950	not significant	55592	K03950	ko00001																																									
69310	Energy production and conversion	K03952	not significant	69310	K03952	ko00001																																									
74860	Energy production and conversion	K03953	not significant	74860	K03953	ko00001																																									
136678	Energy production and conversion	K03963	not significant	136678	K03963	ko00001																																									
61059	Energy production and conversion	K03965	not significant	61059	K03965	ko00001																																									
140906	Energy production and conversion	K05916	not significant	140906	K05916	ko00001	ko01000																																								
42910	Energy production and conversion	K07152	not significant	42910	K07152	ko00001																										ko03029															
48373	Energy production and conversion	K07200	not significant	48373	K07200	ko00001																																									
68435	Energy production and conversion	K07200	not significant	68435	K07200	ko00001																																									
45256	Energy production and conversion	K07556	not significant	45256	K07556	ko00001																										ko03029															
137356	Energy production and conversion	K09699	not significant	137356	K09699	ko00001	ko01000																																								
48858	Energy production and conversion	K11352	not significant	48858	K11352	ko00001																																									
139664	Energy production and conversion	K11381	not significant	139664	K11381	ko00001	ko01000																																								
140755	Energy production and conversion	K14085	not significant	140755	K14085	ko00001	ko01000																																								
83784	Energy production and conversion	K14684	not significant	83784	K14684	ko00001																											ko02000														
115518	Energy production and conversion	K15100	not significant	115518	K15100	ko00001																											ko02000														
136478	Energy production and conversion	K15100	not significant	136478	K15100	ko00001																											ko02000														
34709	Energy production and conversion	K15102	not significant	34709	K15102	ko00001																											ko02000				ko04147										
43167	Energy production and conversion	K15102	not significant	43167	K15102	ko00001																											ko02000				ko04147										
12104	Energy production and conversion	K15104	not significant	12104	K15104	ko00001																											ko02000														
43942	Energy production and conversion	K15104	not significant	43942	K15104	ko00001																											ko02000														
138611	Energy production and conversion	K15104	not significant	138611	K15104	ko00001																											ko02000														
70519	Energy production and conversion	K15106	not significant	70519	K15106	ko00001																											ko02000														
42243	Energy production and conversion	K15109	not significant	42243	K15109	ko00001																											ko02000														
44630	Energy production and conversion	K15110	not significant	44630	K15110	ko00001																											ko02000														
46166	Energy production and conversion	K15110	not significant	46166	K15110	ko00001																											ko02000														
42497	Energy production and conversion	K15111	not significant	42497	K15111	ko00001																											ko02000														
84056	Energy production and conversion	K15113	not significant	84056	K15113	ko00001																										ko03029	ko02000														
142405	Energy production and conversion	K15303	not significant	142405	K15303	ko00001																																									
142440	Energy production and conversion	K15414	not significant	142440	K15414	ko00001																																						ko00536			
42083	Energy production and conversion	K15449	not significant	42083	K15449	ko00001	ko01000																ko03016																								
9974	Energy production and conversion	K17218	not significant	9974	K17218	ko00001	ko01000																																								
67764	Energy production and conversion	K17218	not significant	67764	K17218	ko00001	ko01000																																								
55488	Energy production and conversion	K18183	not significant	55488	K18183	ko00001																										ko03029															
48559	Energy production and conversion	K18204	not significant	48559	K18204	ko00001	ko01000																																								
76790	Energy production and conversion	K22068	not significant	76790	K22068	ko00001																										ko03029															
47420	Energy production and conversion	K22071	not significant	47420	K22071	ko00001																										ko03029															
119545	Energy production and conversion	K22071	not significant	119545	K22071	ko00001																										ko03029															
442	Energy production and conversion	NA																																													
1924	Energy production and conversion	NA																																													
6324	Energy production and conversion	NA																																													
41983	Energy production and conversion	NA																																													
42584	Energy production and conversion	NA																																													
42973	Energy production and conversion	NA																																													
43604	Energy production and conversion	NA																																													
45155	Energy production and conversion	NA																																													
45404	Energy production and conversion	NA																																													
45810	Energy production and conversion	NA																																													
46382	Energy production and conversion	NA																																													
46720	Energy production and conversion	NA																																													
48720	Energy production and conversion	NA																																													
60527	Energy production and conversion	NA																																													
64918	Energy production and conversion	NA																																													
75005	Energy production and conversion	NA																																													
80369	Energy production and conversion	NA																																													
81340	Energy production and conversion	NA																																													
82670	Energy production and conversion	NA																																													
84347	Energy production and conversion	NA																																													
107249	Energy production and conversion	NA																																													
113506	Energy production and conversion	NA																																													
116188	Energy production and conversion	NA																																													
116796	Energy production and conversion	NA																																													
122551	Energy production and conversion	NA																																													
137475	Energy production and conversion	NA																																													
137837	Energy production and conversion	NA																																													
137929	Energy production and conversion	NA																																													
138286	Energy production and conversion	NA																																													
138505	Energy production and conversion	NA																																													
139498	Energy production and conversion	NA																																													
140026	Energy production and conversion	NA																																													
142773	Energy production and conversion	NA																																													
144780	Energy production and conversion	NA																																													
45632	Energy production and conversion; Amino acid transport and metabolism	K01640	not significant	45632	K01640	ko00001	ko01000																																								
126114	Energy production and conversion; Amino acid transport and metabolism	K01640	not significant	126114	K01640	ko00001	ko01000																																								
141115	Energy production and conversion; Cell cycle control, cell division, chromosome partitioning	K11353	not significant	141115	K11353	ko00001																																									
43796	Energy production and conversion; General function prediction only	K00344	not significant	43796	K00344	ko00001	ko01000																																								
118187	Energy production and conversion; General function prediction only	K00344	not significant	118187	K00344	ko00001	ko01000																																								
143049	Energy production and conversion; General function prediction only	K00344	not significant	143049	K00344	ko00001	ko01000																																								
141565	Energy production and conversion; General function prediction only	K00480	not significant	141565	K00480	ko00001	ko01000																																								
137858	Energy production and conversion; General function prediction only	K00486	not significant	137858	K00486	ko00001	ko01000																																								
83400	Energy production and conversion; General function prediction only	K10133	not significant	83400	K10133	ko00001	ko01000																																								
44545	Energy production and conversion; General function prediction only	K16839	not significant	44545	K16839	ko00001	ko01000																																								
44953	Energy production and conversion; General function prediction only	K19745	not significant	44953	K19745	ko00001	ko01000																																								
41637	Energy production and conversion; General function prediction only	NA																																													
45284	Energy production and conversion; General function prediction only	NA																																													
72226	Energy production and conversion; General function prediction only	NA																																													
137694	Energy production and conversion; General function prediction only	NA																																													
138696	Energy production and conversion; General function prediction only	NA																																													
143029	Energy production and conversion; General function prediction only	NA																																													
73841	Energy production and conversion; Intracellular trafficking, secretion, and vesicular transport	K22072	not significant	73841	K22072	ko00001																										ko03029															
35988	Energy production and conversion; Lipid transport and metabolism; Secondary metabolites biosynthesis, transport and catabolism	K03955	not significant	35988	K03955	ko00001																																									
43871	Energy production and conversion; Posttranslational modification, protein turnover, chaperones	K01764	not significant	43871	K01764	ko00001	ko01000																																								
52427	Energy production and conversion; Posttranslational modification, protein turnover, chaperones	K01764	not significant	52427	K01764	ko00001	ko01000																																								
45281	Energy production and conversion; Transcription	NA																																													
77181	Extracellular structures	K14797	G3	77181	K14797	ko00001																ko03009																									
82683	Extracellular structures	K08870	not significant	82683	K08870	ko00001																													ko03037												
36602	Extracellular structures	NA																																													
45026	Extracellular structures	NA																																													
48077	Extracellular structures	NA																																													
138212	Extracellular structures	NA																																													
8852	Extracellular structures; Defense mechanisms	NA																																													
45767	Extracellular structures; Defense mechanisms	NA																																													
138903	Extracellular structures; Defense mechanisms	NA																																													
142712	Extracellular structures; Defense mechanisms	NA																																													
148266	Extracellular structures; Defense mechanisms	NA																																													
149081	Extracellular structures; Defense mechanisms	NA																																													
11198&150630	Extracellular structures; Defense mechanisms	NA																																													
8851&8852&8862&8863	Extracellular structures; Defense mechanisms	NA																																													
40261	Function unknown	K06699	G1	40261	K06699	ko00001																						ko03051																			
69580	Function unknown	K23029	G1	69580	K23029	ko00001																													ko03037	ko04812											ko04990
48330	Function unknown	K14775	G3	48330	K14775	ko00001																ko03009																									
79519	Function unknown	K17796	G3	79519	K17796	ko00001																										ko03029	ko02000														
128898	Function unknown	K00111	not significant	128898	K00111	ko00001	ko01000																																								
45695	Function unknown	K03714	not significant	45695	K03714	ko00001	ko01000				ko01003																																				
142362	Function unknown	K04794	not significant	142362	K04794	ko00001	ko01000																	ko03012																							
137707	Function unknown	K06176	not significant	137707	K06176	ko00001	ko01000																ko03016																								
44229	Function unknown	K08272	not significant	44229	K08272	ko00001																																									
141836	Function unknown	K09008	not significant	141836	K09008	ko00001																										ko03029															
63770	Function unknown	K09140	not significant	63770	K09140	ko00001																ko03009																									
137081	Function unknown	K09288	not significant	137081	K09288	ko00001																																									
140703	Function unknown	K09595	not significant	140703	K09595	ko00001	ko01000			ko01002																																					
37154	Function unknown	K09602	not significant	37154	K09602	ko00001	ko01000			ko01002																	ko04121																				
81310	Function unknown	K10712	not significant	81310	K10712	ko00001	ko01000																																								
129473	Function unknown	K10769	not significant	129473	K10769	ko00001	ko01000																																								
136572	Function unknown	K11493	not significant	136572	K11493	ko00001													ko03019											ko03036																	
84737	Function unknown	K11805	not significant	84737	K11805	ko00001																					ko04121																				
43211	Function unknown	K11876	not significant	43211	K11876	ko00001																						ko03051																			
141715	Function unknown	K11877	not significant	141715	K11877	ko00001																						ko03051																			
137626	Function unknown	K11886	not significant	137626	K11886	ko00001																						ko03051																			
140316	Function unknown	K12189	not significant	140316	K12189	ko00001																				ko04131											ko04147										
139089	Function unknown	K12199	not significant	139089	K12199	ko00001																				ko04131																					
111272	Function unknown	K12832	not significant	111272	K12832	ko00001														ko03041																											
141148	Function unknown	K12834	not significant	141148	K12834	ko00001														ko03041																											
141763	Function unknown	K12863	not significant	141763	K12863	ko00001														ko03041																											
43464	Function unknown	K13176	not significant	43464	K13176	ko00001													ko03019	ko03041																											
30729	Function unknown	K13221	not significant	30729	K13221	ko00001														ko03041																											
44594	Function unknown	K14544	not significant	44594	K14544	ko00001																ko03009																									
77227	Function unknown	K14549	not significant	77227	K14549	ko00001																ko03009																									
4910	Function unknown	K14550	not significant	4910	K14550	ko00001																ko03009																									
140066	Function unknown	K14567	not significant	140066	K14567	ko00001																ko03009																									
78373	Function unknown	K14774	not significant	78373	K14774	ko00001																ko03009																									
44933	Function unknown	K14791	not significant	44933	K14791	ko00001																ko03009																									
698	Function unknown	K14794	not significant	698	K14794	ko00001																ko03009																									
45009	Function unknown	K14798	not significant	45009	K14798	ko00001																ko03009																									
138819	Function unknown	K14799	not significant	138819	K14799	ko00001																ko03009																									
136083	Function unknown	K14818	not significant	136083	K14818	ko00001																ko03009																									
139486	Function unknown	K14830	not significant	139486	K14830	ko00001																ko03009																									
48355	Function unknown	K14841	not significant	48355	K14841	ko00001																ko03009																									
141487	Function unknown	K14855	not significant	141487	K14855	ko00001																ko03009																									
46782	Function unknown	K15028	not significant	46782	K15028	ko00001																		ko03012																							
45800	Function unknown	K15177	not significant	45800	K15177	ko00001												ko03021																													
54453	Function unknown	K15445	not significant	54453	K15445	ko00001	ko01000																ko03016																								
93260	Function unknown	K15448	not significant	93260	K15448	ko00001																	ko03016	ko03012																							
82739	Function unknown	K16482	not significant	82739	K16482	ko00001																								ko03036					ko03037												
83484	Function unknown	K16794	not significant	83484	K16794	ko00001																								ko03036							ko04147										
68803	Function unknown	K16914	not significant	68803	K16914	ko00001	ko01000															ko03009								ko03036																	
140245	Function unknown	K17498	not significant	140245	K17498	ko00001												ko03021																													
124985	Function unknown	K17759	not significant	124985	K17759	ko00001	ko01000																																								
75711	Function unknown	K17800	not significant	75711	K17800	ko00001																										ko03029	ko02000														
58117	Function unknown	K17805	not significant	58117	K17805	ko00001																										ko03029															
46216	Function unknown	K17808	not significant	46216	K17808	ko00001																										ko03029															
137309	Function unknown	K17822	not significant	137309	K17822	ko00001																					ko04121																				
148954	Function unknown	K17968	not significant	148954	K17968	ko00001																										ko03029															
47266	Function unknown	K18159	not significant	47266	K18159	ko00001																										ko03029															
46654	Function unknown	K18164	not significant	46654	K18164	ko00001																										ko03029															
141219	Function unknown	K18167	not significant	141219	K18167	ko00001																										ko03029															
45365	Function unknown	K18171	not significant	45365	K18171	ko00001																										ko03029															
142227	Function unknown	K18180	not significant	142227	K18180	ko00001																										ko03029															
80525	Function unknown	K18587	not significant	80525	K18587	ko00001																																									
66241	Function unknown	K18595	not significant	66241	K18595	ko00001																														ko04812											
138504	Function unknown	K19307	not significant	138504	K19307	ko00001	ko01000															ko03009																									
145042	Function unknown	K19307	not significant	145042	K19307	ko00001	ko01000															ko03009																									
54638	Function unknown	K20069	not significant	54638	K20069	ko00001																				ko04131																					
42999	Function unknown	K20294	not significant	42999	K20294	ko00001																				ko04131																					
138814	Function unknown	K20296	not significant	138814	K20296	ko00001																				ko04131																					
150745	Function unknown	K20301	not significant	150745	K20301	ko00001																				ko04131																					
35248	Function unknown	K20523	not significant	35248	K20523	ko00001																				ko04131																					
42273	Function unknown	K20523	not significant	42273	K20523	ko00001																				ko04131																					
71939	Function unknown	K20523	not significant	71939	K20523	ko00001																				ko04131																					
138031	Function unknown	K20523	not significant	138031	K20523	ko00001																				ko04131																					
41980	Function unknown	K20826	not significant	41980	K20826	ko00001												ko03021																													
68508	Function unknown	K21760	not significant	68508	K21760	ko00001	ko01000															ko03009								ko03036																	
141546	Function unknown	K22139	not significant	141546	K22139	ko00001																										ko03029	ko02000														
43647	Function unknown	K22614	not significant	43647	K22614	ko00001																																		ko04054							
45020	Function unknown	K22614	not significant	45020	K22614	ko00001																																		ko04054							
86419	Function unknown	K22614	not significant	86419	K22614	ko00001																																		ko04054							
6605	Function unknown	K22647	not significant	6605	K22647	ko00001	ko01000																				ko04121																				
137813	Function unknown	K22647	not significant	137813	K22647	ko00001	ko01000																				ko04121																				
119664	Function unknown	K22736	not significant	119664	K22736	ko00001																											ko02000														
138958	Function unknown	K22736	not significant	138958	K22736	ko00001																																									
42007	Function unknown	K22746	not significant	42007	K22746	ko00001																																									
46792	Function unknown	K22762	not significant	46792	K22762	ko00001	ko01000			ko01002																	ko04121																				
41837	Function unknown	K22825	not significant	41837	K22825	ko00001																									ko03400																
119880	Function unknown	K22900	not significant	119880	K22900	ko00001	ko01000																ko03016																								
137364	Function unknown	K22991	not significant	137364	K22991	ko00001																				ko04131																					
193	Function unknown	NA																																													
2830	Function unknown	NA																																													
4212	Function unknown	NA																																													
4676	Function unknown	NA																																													
5141	Function unknown	NA																																													
5153	Function unknown	NA																																													
6614	Function unknown	NA																																													
9045	Function unknown	NA																																													
10398	Function unknown	NA																																													
10402	Function unknown	NA																																													
13557	Function unknown	NA																																													
28829	Function unknown	NA																																													
32622	Function unknown	NA																																													
34773	Function unknown	NA																																													
34847	Function unknown	NA																																													
36882	Function unknown	NA																																													
38410	Function unknown	NA																																													
39753	Function unknown	NA																																													
40691	Function unknown	NA																																													
41268	Function unknown	NA																																													
41474	Function unknown	NA																																													
41582	Function unknown	NA																																													
41799	Function unknown	NA																																													
41917	Function unknown	NA																																													
42107	Function unknown	NA																																													
42422	Function unknown	NA																																													
42695	Function unknown	NA																																													
43402	Function unknown	NA																																													
43461	Function unknown	NA																																													
43661	Function unknown	NA																																													
44144	Function unknown	NA																																													
44373	Function unknown	NA																																													
44601	Function unknown	NA																																													
45100	Function unknown	NA																																													
45190	Function unknown	NA																																													
45300	Function unknown	NA																																													
45833	Function unknown	NA																																													
46070	Function unknown	NA																																													
47210	Function unknown	NA																																													
47238	Function unknown	NA																																													
47875	Function unknown	NA																																													
47906	Function unknown	NA																																													
48143	Function unknown	NA																																													
48153	Function unknown	NA																																													
48690	Function unknown	NA																																													
49839	Function unknown	NA																																													
50094	Function unknown	NA																																													
52286	Function unknown	NA																																													
56021	Function unknown	NA																																													
58480	Function unknown	NA																																													
58879	Function unknown	NA																																													
66937	Function unknown	NA																																													
72121	Function unknown	NA																																													
