"qseqid","diff_Tscore","diff_E_Value","diff_P_Ident","perc_diff_Tscore","Group"
"ENA|CAB5796279|CAB5796279.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796338|CAB5796338.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796362|CAB5796362.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796384|CAB5796384.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796388|CAB5796388.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796396|CAB5796396.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796447|CAB5796447.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796527|CAB5796527.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796544|CAB5796544.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796557|CAB5796557.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796587|CAB5796587.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796629|CAB5796629.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796641|CAB5796641.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796786|CAB5796786.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796834|CAB5796834.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796839|CAB5796839.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796864|CAB5796864.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796884|CAB5796884.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796896|CAB5796896.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796978|CAB5796978.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5796993|CAB5796993.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797039|CAB5797039.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797044|CAB5797044.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797061|CAB5797061.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797092|CAB5797092.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797123|CAB5797123.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797139|CAB5797139.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797142|CAB5797142.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797150|CAB5797150.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797153|CAB5797153.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797173|CAB5797173.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797181|CAB5797181.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797204|CAB5797204.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797405|CAB5797405.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797426|CAB5797426.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797433|CAB5797433.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797445|CAB5797445.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797542|CAB5797542.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797551|CAB5797551.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797572|CAB5797572.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797614|CAB5797614.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797783|CAB5797783.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797816|CAB5797816.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797849|CAB5797849.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797870|CAB5797870.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797881|CAB5797881.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797921|CAB5797921.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797925|CAB5797925.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797933|CAB5797933.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797963|CAB5797963.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5797970|CAB5797970.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798001|CAB5798001.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798021|CAB5798021.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798070|CAB5798070.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798114|CAB5798114.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798143|CAB5798143.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798150|CAB5798150.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798154|CAB5798154.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798171|CAB5798171.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798183|CAB5798183.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798224|CAB5798224.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798243|CAB5798243.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798251|CAB5798251.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798257|CAB5798257.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798284|CAB5798284.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798358|CAB5798358.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798494|CAB5798494.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798529|CAB5798529.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798607|CAB5798607.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798617|CAB5798617.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798692|CAB5798692.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798697|CAB5798697.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798706|CAB5798706.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798711|CAB5798711.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798737|CAB5798737.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798792|CAB5798792.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798812|CAB5798812.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798852|CAB5798852.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798931|CAB5798931.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798936|CAB5798936.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798962|CAB5798962.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5798999|CAB5798999.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799023|CAB5799023.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799040|CAB5799040.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799075|CAB5799075.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799234|CAB5799234.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799269|CAB5799269.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799272|CAB5799272.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799336|CAB5799336.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799386|CAB5799386.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799392|CAB5799392.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799417|CAB5799417.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799436|CAB5799436.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799447|CAB5799447.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799493|CAB5799493.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799524|CAB5799524.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799531|CAB5799531.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799533|CAB5799533.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799633|CAB5799633.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799650|CAB5799650.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799703|CAB5799703.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5799949|CAB5799949.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800052|CAB5800052.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800097|CAB5800097.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800116|CAB5800116.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800223|CAB5800223.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800270|CAB5800270.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800315|CAB5800315.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800459|CAB5800459.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800464|CAB5800464.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800493|CAB5800493.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800552|CAB5800552.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800553|CAB5800553.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800583|CAB5800583.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800603|CAB5800603.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800699|CAB5800699.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800708|CAB5800708.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800721|CAB5800721.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800723|CAB5800723.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800724|CAB5800724.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800762|CAB5800762.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800766|CAB5800766.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800833|CAB5800833.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800859|CAB5800859.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800866|CAB5800866.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5800871|CAB5800871.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801029|CAB5801029.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801052|CAB5801052.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801055|CAB5801055.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801070|CAB5801070.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801089|CAB5801089.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801108|CAB5801108.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801128|CAB5801128.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801150|CAB5801150.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801238|CAB5801238.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801283|CAB5801283.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801332|CAB5801332.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801374|CAB5801374.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801404|CAB5801404.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801431|CAB5801431.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801493|CAB5801493.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801531|CAB5801531.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801547|CAB5801547.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801554|CAB5801554.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801739|CAB5801739.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801765|CAB5801765.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801776|CAB5801776.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801789|CAB5801789.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5801796|CAB5801796.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802002|CAB5802002.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802012|CAB5802012.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802034|CAB5802034.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802151|CAB5802151.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802159|CAB5802159.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802281|CAB5802281.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802285|CAB5802285.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802349|CAB5802349.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802354|CAB5802354.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802373|CAB5802373.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802386|CAB5802386.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802462|CAB5802462.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802543|CAB5802543.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802590|CAB5802590.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802601|CAB5802601.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802621|CAB5802621.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802739|CAB5802739.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802782|CAB5802782.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802801|CAB5802801.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802833|CAB5802833.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802842|CAB5802842.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802942|CAB5802942.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5802999|CAB5802999.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803073|CAB5803073.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803090|CAB5803090.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803114|CAB5803114.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803116|CAB5803116.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803123|CAB5803123.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803152|CAB5803152.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803158|CAB5803158.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803171|CAB5803171.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803189|CAB5803189.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803208|CAB5803208.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803239|CAB5803239.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803288|CAB5803288.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803322|CAB5803322.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803347|CAB5803347.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803355|CAB5803355.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803376|CAB5803376.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803380|CAB5803380.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803461|CAB5803461.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803467|CAB5803467.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803470|CAB5803470.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803491|CAB5803491.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803495|CAB5803495.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803503|CAB5803503.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803512|CAB5803512.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803534|CAB5803534.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803539|CAB5803539.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803563|CAB5803563.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803601|CAB5803601.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803608|CAB5803608.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803620|CAB5803620.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803623|CAB5803623.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803699|CAB5803699.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803704|CAB5803704.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803780|CAB5803780.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803785|CAB5803785.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803834|CAB5803834.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803844|CAB5803844.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803893|CAB5803893.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5803976|CAB5803976.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804000|CAB5804000.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804011|CAB5804011.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804055|CAB5804055.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804117|CAB5804117.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804140|CAB5804140.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804163|CAB5804163.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804227|CAB5804227.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804296|CAB5804296.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804330|CAB5804330.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804336|CAB5804336.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804521|CAB5804521.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804661|CAB5804661.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804676|CAB5804676.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804724|CAB5804724.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804732|CAB5804732.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804795|CAB5804795.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804840|CAB5804840.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804857|CAB5804857.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804869|CAB5804869.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804896|CAB5804896.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804938|CAB5804938.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804987|CAB5804987.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5804993|CAB5804993.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805014|CAB5805014.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805017|CAB5805017.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805025|CAB5805025.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805046|CAB5805046.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805069|CAB5805069.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805119|CAB5805119.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805125|CAB5805125.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805150|CAB5805150.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805157|CAB5805157.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805178|CAB5805178.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805207|CAB5805207.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805258|CAB5805258.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805281|CAB5805281.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805302|CAB5805302.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805372|CAB5805372.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805397|CAB5805397.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805400|CAB5805400.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805407|CAB5805407.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805424|CAB5805424.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805443|CAB5805443.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805529|CAB5805529.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805604|CAB5805604.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805612|CAB5805612.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805672|CAB5805672.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805753|CAB5805753.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805769|CAB5805769.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805779|CAB5805779.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805782|CAB5805782.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805818|CAB5805818.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805823|CAB5805823.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805826|CAB5805826.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805833|CAB5805833.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805842|CAB5805842.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805854|CAB5805854.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805918|CAB5805918.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805967|CAB5805967.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805989|CAB5805989.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5805995|CAB5805995.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806003|CAB5806003.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806007|CAB5806007.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806104|CAB5806104.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806131|CAB5806131.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806170|CAB5806170.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806211|CAB5806211.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806215|CAB5806215.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806410|CAB5806410.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806417|CAB5806417.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806427|CAB5806427.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806431|CAB5806431.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806444|CAB5806444.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806455|CAB5806455.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806479|CAB5806479.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806495|CAB5806495.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806516|CAB5806516.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806538|CAB5806538.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806544|CAB5806544.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806559|CAB5806559.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806628|CAB5806628.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806635|CAB5806635.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806651|CAB5806651.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806655|CAB5806655.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806712|CAB5806712.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806782|CAB5806782.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806787|CAB5806787.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806793|CAB5806793.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806796|CAB5806796.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806807|CAB5806807.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806811|CAB5806811.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806819|CAB5806819.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806821|CAB5806821.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806828|CAB5806828.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806832|CAB5806832.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806835|CAB5806835.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806843|CAB5806843.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806847|CAB5806847.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806915|CAB5806915.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806948|CAB5806948.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806954|CAB5806954.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806957|CAB5806957.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5806963|CAB5806963.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807165|CAB5807165.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807179|CAB5807179.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807250|CAB5807250.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807268|CAB5807268.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807287|CAB5807287.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807353|CAB5807353.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807452|CAB5807452.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807467|CAB5807467.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807490|CAB5807490.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807500|CAB5807500.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807505|CAB5807505.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807569|CAB5807569.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807610|CAB5807610.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807614|CAB5807614.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807618|CAB5807618.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807710|CAB5807710.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5807714|CAB5807714.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808074|CAB5808074.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808087|CAB5808087.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808192|CAB5808192.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808207|CAB5808207.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808218|CAB5808218.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808227|CAB5808227.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808241|CAB5808241.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808258|CAB5808258.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808268|CAB5808268.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808302|CAB5808302.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808332|CAB5808332.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808343|CAB5808343.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808418|CAB5808418.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808513|CAB5808513.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808528|CAB5808528.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808546|CAB5808546.1",NA,NA,NA,NA,"laby_only"
"ENA|CAB5808587|CAB5808587.1",NA,NA,NA,NA,"laby_only"
