"","qseqid","diff_Tscore","diff_E_Value","diff_P_Ident","perc_diff_Tscore","Group"
"1","ENA|ABE97915|ABE97915.1",NA,NA,NA,NA,"aurantio_only"
"3282","ENA|CAB5734841|CAB5734841.1",NA,NA,NA,NA,"laby_only"
"3283","ENA|CAB5734847|CAB5734847.1",NA,NA,NA,NA,"laby_only"
"3284","ENA|CAB5734855|CAB5734855.1",NA,NA,NA,NA,"laby_only"
"3285","ENA|CAB5734862|CAB5734862.1",NA,NA,NA,NA,"laby_only"
"3286","ENA|CAB5734866|CAB5734866.1",NA,NA,NA,NA,"laby_only"
"3287","ENA|CAB5734870|CAB5734870.1",NA,NA,NA,NA,"laby_only"
"3288","ENA|CAB5734873|CAB5734873.1",NA,NA,NA,NA,"laby_only"
"3289","ENA|CAB5734890|CAB5734890.1",NA,NA,NA,NA,"laby_only"
"3290","ENA|CAB5734894|CAB5734894.1",NA,NA,NA,NA,"laby_only"
"3291","ENA|CAB5734910|CAB5734910.1",NA,NA,NA,NA,"laby_only"
"3292","ENA|CAB5734917|CAB5734917.1",NA,NA,NA,NA,"laby_only"
"3293","ENA|CAB5734922|CAB5734922.1",NA,NA,NA,NA,"laby_only"
"3294","ENA|CAB5734930|CAB5734930.1",NA,NA,NA,NA,"laby_only"
"3295","ENA|CAB5734932|CAB5734932.1",NA,NA,NA,NA,"laby_only"
"3296","ENA|CAB5734936|CAB5734936.1",NA,NA,NA,NA,"laby_only"
"3297","ENA|CAB5734943|CAB5734943.1",NA,NA,NA,NA,"laby_only"
"3298","ENA|CAB5734949|CAB5734949.1",NA,NA,NA,NA,"laby_only"
"3299","ENA|CAB5734961|CAB5734961.1",NA,NA,NA,NA,"laby_only"
"3300","ENA|CAB5734968|CAB5734968.1",NA,NA,NA,NA,"laby_only"
"3301","ENA|CAB5734986|CAB5734986.1",NA,NA,NA,NA,"laby_only"
"3302","ENA|CAB5734993|CAB5734993.1",NA,NA,NA,NA,"laby_only"
"3303","ENA|CAB5735001|CAB5735001.1",NA,NA,NA,NA,"laby_only"
"3304","ENA|CAB5735007|CAB5735007.1",NA,NA,NA,NA,"laby_only"
"3305","ENA|CAB5735011|CAB5735011.1",NA,NA,NA,NA,"laby_only"
"3306","ENA|CAB5735029|CAB5735029.1",NA,NA,NA,NA,"laby_only"
"3307","ENA|CAB5735034|CAB5735034.1",NA,NA,NA,NA,"laby_only"
"3308","ENA|CAB5735038|CAB5735038.1",NA,NA,NA,NA,"laby_only"
"3309","ENA|CAB5735043|CAB5735043.1",NA,NA,NA,NA,"laby_only"
"3310","ENA|CAB5735048|CAB5735048.1",NA,NA,NA,NA,"laby_only"
"3311","ENA|CAB5735064|CAB5735064.1",NA,NA,NA,NA,"laby_only"
"3312","ENA|CAB5735082|CAB5735082.1",NA,NA,NA,NA,"laby_only"
"3313","ENA|CAB5735087|CAB5735087.1",NA,NA,NA,NA,"laby_only"
"3314","ENA|CAB5735092|CAB5735092.1",NA,NA,NA,NA,"laby_only"
"3315","ENA|CAB5735096|CAB5735096.1",NA,NA,NA,NA,"laby_only"
"3316","ENA|CAB5735111|CAB5735111.1",NA,NA,NA,NA,"laby_only"
"3317","ENA|CAB5735114|CAB5735114.1",NA,NA,NA,NA,"laby_only"
"3318","ENA|CAB5735120|CAB5735120.1",NA,NA,NA,NA,"laby_only"
"3319","ENA|CAB5735126|CAB5735126.1",NA,NA,NA,NA,"laby_only"
"3320","ENA|CAB5735141|CAB5735141.1",NA,NA,NA,NA,"laby_only"
"3321","ENA|CAB5735147|CAB5735147.1",NA,NA,NA,NA,"laby_only"
"3322","ENA|CAB5735152|CAB5735152.1",NA,NA,NA,NA,"laby_only"
"3323","ENA|CAB5735157|CAB5735157.1",NA,NA,NA,NA,"laby_only"
"3324","ENA|CAB5735173|CAB5735173.1",NA,NA,NA,NA,"laby_only"
"3325","ENA|CAB5735179|CAB5735179.1",NA,NA,NA,NA,"laby_only"
"3326","ENA|CAB5735182|CAB5735182.1",NA,NA,NA,NA,"laby_only"
"3327","ENA|CAB5735190|CAB5735190.1",NA,NA,NA,NA,"laby_only"
"3328","ENA|CAB5735205|CAB5735205.1",NA,NA,NA,NA,"laby_only"
"3329","ENA|CAB5735210|CAB5735210.1",NA,NA,NA,NA,"laby_only"
"3330","ENA|CAB5735214|CAB5735214.1",NA,NA,NA,NA,"laby_only"
"3331","ENA|CAB5735240|CAB5735240.1",NA,NA,NA,NA,"laby_only"
"3332","ENA|CAB5735245|CAB5735245.1",NA,NA,NA,NA,"laby_only"
"3333","ENA|CAB5735249|CAB5735249.1",NA,NA,NA,NA,"laby_only"
"3334","ENA|CAB5735256|CAB5735256.1",NA,NA,NA,NA,"laby_only"
"3335","ENA|CAB5735274|CAB5735274.1",NA,NA,NA,NA,"laby_only"
"3336","ENA|CAB5735278|CAB5735278.1",NA,NA,NA,NA,"laby_only"
"3337","ENA|CAB5735289|CAB5735289.1",NA,NA,NA,NA,"laby_only"
"3338","ENA|CAB5735299|CAB5735299.1",NA,NA,NA,NA,"laby_only"
"3339","ENA|CAB5735304|CAB5735304.1",NA,NA,NA,NA,"laby_only"
"3340","ENA|CAB5735308|CAB5735308.1",NA,NA,NA,NA,"laby_only"
"3341","ENA|CAB5735323|CAB5735323.1",NA,NA,NA,NA,"laby_only"
"3342","ENA|CAB5735330|CAB5735330.1",NA,NA,NA,NA,"laby_only"
"3343","ENA|CAB5735346|CAB5735346.1",NA,NA,NA,NA,"laby_only"
"3344","ENA|CAB5735354|CAB5735354.1",NA,NA,NA,NA,"laby_only"
"3345","ENA|CAB5735361|CAB5735361.1",NA,NA,NA,NA,"laby_only"
"3346","ENA|CAB5735368|CAB5735368.1",NA,NA,NA,NA,"laby_only"
"3347","ENA|CAB5735374|CAB5735374.1",NA,NA,NA,NA,"laby_only"
"3348","ENA|CAB5735379|CAB5735379.1",NA,NA,NA,NA,"laby_only"
"3349","ENA|CAB5735388|CAB5735388.1",NA,NA,NA,NA,"laby_only"
"3350","ENA|CAB5735394|CAB5735394.1",NA,NA,NA,NA,"laby_only"
"3351","ENA|CAB5735398|CAB5735398.1",NA,NA,NA,NA,"laby_only"
"3352","ENA|CAB5735414|CAB5735414.1",NA,NA,NA,NA,"laby_only"
"3353","ENA|CAB5735420|CAB5735420.1",NA,NA,NA,NA,"laby_only"
"3354","ENA|CAB5735424|CAB5735424.1",NA,NA,NA,NA,"laby_only"
"3355","ENA|CAB5735427|CAB5735427.1",NA,NA,NA,NA,"laby_only"
"3356","ENA|CAB5735432|CAB5735432.1",NA,NA,NA,NA,"laby_only"
"3357","ENA|CAB5735438|CAB5735438.1",NA,NA,NA,NA,"laby_only"
"3358","ENA|CAB5735444|CAB5735444.1",NA,NA,NA,NA,"laby_only"
"3359","ENA|CAB5735452|CAB5735452.1",NA,NA,NA,NA,"laby_only"
"3360","ENA|CAB5735457|CAB5735457.1",NA,NA,NA,NA,"laby_only"
"3361","ENA|CAB5735462|CAB5735462.1",NA,NA,NA,NA,"laby_only"
"3362","ENA|CAB5735467|CAB5735467.1",NA,NA,NA,NA,"laby_only"
"3363","ENA|CAB5735472|CAB5735472.1",NA,NA,NA,NA,"laby_only"
"3364","ENA|CAB5735482|CAB5735482.1",NA,NA,NA,NA,"laby_only"
"3365","ENA|CAB5735489|CAB5735489.1",NA,NA,NA,NA,"laby_only"
"3366","ENA|CAB5735514|CAB5735514.1",NA,NA,NA,NA,"laby_only"
"3367","ENA|CAB5735521|CAB5735521.1",NA,NA,NA,NA,"laby_only"
"3368","ENA|CAB5735526|CAB5735526.1",NA,NA,NA,NA,"laby_only"
"3369","ENA|CAB5735534|CAB5735534.1",NA,NA,NA,NA,"laby_only"
"3370","ENA|CAB5735540|CAB5735540.1",NA,NA,NA,NA,"laby_only"
"3371","ENA|CAB5735546|CAB5735546.1",NA,NA,NA,NA,"laby_only"
"3372","ENA|CAB5735549|CAB5735549.1",NA,NA,NA,NA,"laby_only"
"3373","ENA|CAB5735559|CAB5735559.1",NA,NA,NA,NA,"laby_only"
"3374","ENA|CAB5735563|CAB5735563.1",NA,NA,NA,NA,"laby_only"
"3375","ENA|CAB5735568|CAB5735568.1",NA,NA,NA,NA,"laby_only"
"3376","ENA|CAB5735578|CAB5735578.1",NA,NA,NA,NA,"laby_only"
"3377","ENA|CAB5735581|CAB5735581.1",NA,NA,NA,NA,"laby_only"
"3378","ENA|CAB5735590|CAB5735590.1",NA,NA,NA,NA,"laby_only"
"3379","ENA|CAB5735608|CAB5735608.1",NA,NA,NA,NA,"laby_only"
"3380","ENA|CAB5735612|CAB5735612.1",NA,NA,NA,NA,"laby_only"
"3381","ENA|CAB5735619|CAB5735619.1",NA,NA,NA,NA,"laby_only"
"3382","ENA|CAB5735624|CAB5735624.1",NA,NA,NA,NA,"laby_only"
"3383","ENA|CAB5735631|CAB5735631.1",NA,NA,NA,NA,"laby_only"
"3384","ENA|CAB5735641|CAB5735641.1",NA,NA,NA,NA,"laby_only"
"3385","ENA|CAB5735656|CAB5735656.1",NA,NA,NA,NA,"laby_only"
"3386","ENA|CAB5735662|CAB5735662.1",NA,NA,NA,NA,"laby_only"
"3387","ENA|CAB5735674|CAB5735674.1",NA,NA,NA,NA,"laby_only"
"3388","ENA|CAB5735679|CAB5735679.1",NA,NA,NA,NA,"laby_only"
"3389","ENA|CAB5735683|CAB5735683.1",NA,NA,NA,NA,"laby_only"
"3390","ENA|CAB5735690|CAB5735690.1",NA,NA,NA,NA,"laby_only"
"3391","ENA|CAB5735694|CAB5735694.1",NA,NA,NA,NA,"laby_only"
"3392","ENA|CAB5735699|CAB5735699.1",NA,NA,NA,NA,"laby_only"
"3393","ENA|CAB5735703|CAB5735703.1",NA,NA,NA,NA,"laby_only"
"3394","ENA|CAB5735711|CAB5735711.1",NA,NA,NA,NA,"laby_only"
"3395","ENA|CAB5735737|CAB5735737.1",NA,NA,NA,NA,"laby_only"
"3396","ENA|CAB5735746|CAB5735746.1",NA,NA,NA,NA,"laby_only"
"3397","ENA|CAB5735757|CAB5735757.1",NA,NA,NA,NA,"laby_only"
"3398","ENA|CAB5735763|CAB5735763.1",NA,NA,NA,NA,"laby_only"
"3399","ENA|CAB5735767|CAB5735767.1",NA,NA,NA,NA,"laby_only"
"3400","ENA|CAB5735772|CAB5735772.1",NA,NA,NA,NA,"laby_only"
"3401","ENA|CAB5735785|CAB5735785.1",NA,NA,NA,NA,"laby_only"
"3402","ENA|CAB5735793|CAB5735793.1",NA,NA,NA,NA,"laby_only"
"3403","ENA|CAB5735802|CAB5735802.1",NA,NA,NA,NA,"laby_only"
"3404","ENA|CAB5735819|CAB5735819.1",NA,NA,NA,NA,"laby_only"
"3405","ENA|CAB5735823|CAB5735823.1",NA,NA,NA,NA,"laby_only"
"3406","ENA|CAB5735827|CAB5735827.1",NA,NA,NA,NA,"laby_only"
"3407","ENA|CAB5735833|CAB5735833.1",NA,NA,NA,NA,"laby_only"
"3408","ENA|CAB5735838|CAB5735838.1",NA,NA,NA,NA,"laby_only"
"3409","ENA|CAB5735873|CAB5735873.1",NA,NA,NA,NA,"laby_only"
"3410","ENA|CAB5735882|CAB5735882.1",NA,NA,NA,NA,"laby_only"
"3411","ENA|CAB5735887|CAB5735887.1",NA,NA,NA,NA,"laby_only"
"3412","ENA|CAB5735903|CAB5735903.1",NA,NA,NA,NA,"laby_only"
"3413","ENA|CAB5735907|CAB5735907.1",NA,NA,NA,NA,"laby_only"
"3414","ENA|CAB5735922|CAB5735922.1",NA,NA,NA,NA,"laby_only"
"3415","ENA|CAB5735928|CAB5735928.1",NA,NA,NA,NA,"laby_only"
"3416","ENA|CAB5735941|CAB5735941.1",NA,NA,NA,NA,"laby_only"
"3417","ENA|CAB5735946|CAB5735946.1",NA,NA,NA,NA,"laby_only"
"3418","ENA|CAB5735951|CAB5735951.1",NA,NA,NA,NA,"laby_only"
"3419","ENA|CAB5735961|CAB5735961.1",NA,NA,NA,NA,"laby_only"
"3420","ENA|CAB5735974|CAB5735974.1",NA,NA,NA,NA,"laby_only"
"3421","ENA|CAB5735982|CAB5735982.1",NA,NA,NA,NA,"laby_only"
"3422","ENA|CAB5735992|CAB5735992.1",NA,NA,NA,NA,"laby_only"
"3423","ENA|CAB5735996|CAB5735996.1",NA,NA,NA,NA,"laby_only"
"3424","ENA|CAB5735999|CAB5735999.1",NA,NA,NA,NA,"laby_only"
"3425","ENA|CAB5736003|CAB5736003.1",NA,NA,NA,NA,"laby_only"
"3426","ENA|CAB5736014|CAB5736014.1",NA,NA,NA,NA,"laby_only"
"3427","ENA|CAB5736027|CAB5736027.1",NA,NA,NA,NA,"laby_only"
"3428","ENA|CAB5736038|CAB5736038.1",NA,NA,NA,NA,"laby_only"
"3429","ENA|CAB5736050|CAB5736050.1",NA,NA,NA,NA,"laby_only"
"3430","ENA|CAB5736059|CAB5736059.1",NA,NA,NA,NA,"laby_only"
"3431","ENA|CAB5736064|CAB5736064.1",NA,NA,NA,NA,"laby_only"
"3432","ENA|CAB5736069|CAB5736069.1",NA,NA,NA,NA,"laby_only"
"3433","ENA|CAB5736077|CAB5736077.1",NA,NA,NA,NA,"laby_only"
"3434","ENA|CAB5736089|CAB5736089.1",NA,NA,NA,NA,"laby_only"
"3435","ENA|CAB5736097|CAB5736097.1",NA,NA,NA,NA,"laby_only"
"3436","ENA|CAB5736105|CAB5736105.1",NA,NA,NA,NA,"laby_only"
"3437","ENA|CAB5736116|CAB5736116.1",NA,NA,NA,NA,"laby_only"
"3438","ENA|CAB5736121|CAB5736121.1",NA,NA,NA,NA,"laby_only"
"3439","ENA|CAB5736136|CAB5736136.1",NA,NA,NA,NA,"laby_only"
"3440","ENA|CAB5736143|CAB5736143.1",NA,NA,NA,NA,"laby_only"
"3441","ENA|CAB5736147|CAB5736147.1",NA,NA,NA,NA,"laby_only"
"3442","ENA|CAB5736149|CAB5736149.1",NA,NA,NA,NA,"laby_only"
"3443","ENA|CAB5736173|CAB5736173.1",NA,NA,NA,NA,"laby_only"
"3444","ENA|CAB5736182|CAB5736182.1",NA,NA,NA,NA,"laby_only"
"3445","ENA|CAB5736235|CAB5736235.1",NA,NA,NA,NA,"laby_only"
"3446","ENA|CAB5736240|CAB5736240.1",NA,NA,NA,NA,"laby_only"
"3447","ENA|CAB5736275|CAB5736275.1",NA,NA,NA,NA,"laby_only"
"3448","ENA|CAB5736304|CAB5736304.1",NA,NA,NA,NA,"laby_only"
"3449","ENA|CAB5736316|CAB5736316.1",NA,NA,NA,NA,"laby_only"
"3450","ENA|CAB5736322|CAB5736322.1",NA,NA,NA,NA,"laby_only"
"3451","ENA|CAB5736326|CAB5736326.1",NA,NA,NA,NA,"laby_only"
"3452","ENA|CAB5736330|CAB5736330.1",NA,NA,NA,NA,"laby_only"
"3453","ENA|CAB5736334|CAB5736334.1",NA,NA,NA,NA,"laby_only"
"3454","ENA|CAB5736339|CAB5736339.1",NA,NA,NA,NA,"laby_only"
"3455","ENA|CAB5736351|CAB5736351.1",NA,NA,NA,NA,"laby_only"
"3456","ENA|CAB5736355|CAB5736355.1",NA,NA,NA,NA,"laby_only"
"3457","ENA|CAB5736360|CAB5736360.1",NA,NA,NA,NA,"laby_only"
"3458","ENA|CAB5736379|CAB5736379.1",NA,NA,NA,NA,"laby_only"
"3459","ENA|CAB5736384|CAB5736384.1",NA,NA,NA,NA,"laby_only"
"3460","ENA|CAB5736390|CAB5736390.1",NA,NA,NA,NA,"laby_only"
"3461","ENA|CAB5736397|CAB5736397.1",NA,NA,NA,NA,"laby_only"
"3462","ENA|CAB5736399|CAB5736399.1",NA,NA,NA,NA,"laby_only"
"3463","ENA|CAB5736417|CAB5736417.1",NA,NA,NA,NA,"laby_only"
"3464","ENA|CAB5736422|CAB5736422.1",NA,NA,NA,NA,"laby_only"
"3465","ENA|CAB5736432|CAB5736432.1",NA,NA,NA,NA,"laby_only"
"3466","ENA|CAB5736437|CAB5736437.1",NA,NA,NA,NA,"laby_only"
"3467","ENA|CAB5736445|CAB5736445.1",NA,NA,NA,NA,"laby_only"
"3468","ENA|CAB5736449|CAB5736449.1",NA,NA,NA,NA,"laby_only"
"3469","ENA|CAB5736454|CAB5736454.1",NA,NA,NA,NA,"laby_only"
"3470","ENA|CAB5736456|CAB5736456.1",NA,NA,NA,NA,"laby_only"
"3471","ENA|CAB5736463|CAB5736463.1",NA,NA,NA,NA,"laby_only"
"3472","ENA|CAB5736467|CAB5736467.1",NA,NA,NA,NA,"laby_only"
"3473","ENA|CAB5736480|CAB5736480.1",NA,NA,NA,NA,"laby_only"
"3474","ENA|CAB5736485|CAB5736485.1",NA,NA,NA,NA,"laby_only"
"3475","ENA|CAB5736498|CAB5736498.1",NA,NA,NA,NA,"laby_only"
"3476","ENA|CAB5736503|CAB5736503.1",NA,NA,NA,NA,"laby_only"
"3477","ENA|CAB5736506|CAB5736506.1",NA,NA,NA,NA,"laby_only"
"3478","ENA|CAB5736508|CAB5736508.1",NA,NA,NA,NA,"laby_only"
"3479","ENA|CAB5736513|CAB5736513.1",NA,NA,NA,NA,"laby_only"
"3480","ENA|CAB5736516|CAB5736516.1",NA,NA,NA,NA,"laby_only"
"3481","ENA|CAB5736521|CAB5736521.1",NA,NA,NA,NA,"laby_only"
"3482","ENA|CAB5736526|CAB5736526.1",NA,NA,NA,NA,"laby_only"
"3483","ENA|CAB5736530|CAB5736530.1",NA,NA,NA,NA,"laby_only"
"3484","ENA|CAB5736547|CAB5736547.1",NA,NA,NA,NA,"laby_only"
"3485","ENA|CAB5736553|CAB5736553.1",NA,NA,NA,NA,"laby_only"
"3486","ENA|CAB5736556|CAB5736556.1",NA,NA,NA,NA,"laby_only"
"3487","ENA|CAB5736568|CAB5736568.1",NA,NA,NA,NA,"laby_only"
"3488","ENA|CAB5736573|CAB5736573.1",NA,NA,NA,NA,"laby_only"
"3489","ENA|CAB5736579|CAB5736579.1",NA,NA,NA,NA,"laby_only"
"3490","ENA|CAB5736584|CAB5736584.1",NA,NA,NA,NA,"laby_only"
"3491","ENA|CAB5736593|CAB5736593.1",NA,NA,NA,NA,"laby_only"
"3492","ENA|CAB5736601|CAB5736601.1",NA,NA,NA,NA,"laby_only"
"3493","ENA|CAB5736606|CAB5736606.1",NA,NA,NA,NA,"laby_only"
"3494","ENA|CAB5736611|CAB5736611.1",NA,NA,NA,NA,"laby_only"
"3495","ENA|CAB5736616|CAB5736616.1",NA,NA,NA,NA,"laby_only"
"3496","ENA|CAB5736629|CAB5736629.1",NA,NA,NA,NA,"laby_only"
"3497","ENA|CAB5736635|CAB5736635.1",NA,NA,NA,NA,"laby_only"
"3498","ENA|CAB5736649|CAB5736649.1",NA,NA,NA,NA,"laby_only"
"3499","ENA|CAB5736657|CAB5736657.1",NA,NA,NA,NA,"laby_only"
"3500","ENA|CAB5736661|CAB5736661.1",NA,NA,NA,NA,"laby_only"
"3501","ENA|CAB5736666|CAB5736666.1",NA,NA,NA,NA,"laby_only"
"3502","ENA|CAB5736670|CAB5736670.1",NA,NA,NA,NA,"laby_only"
"3503","ENA|CAB5736681|CAB5736681.1",NA,NA,NA,NA,"laby_only"
"3504","ENA|CAB5736687|CAB5736687.1",NA,NA,NA,NA,"laby_only"
"3505","ENA|CAB5736694|CAB5736694.1",NA,NA,NA,NA,"laby_only"
"3506","ENA|CAB5736702|CAB5736702.1",NA,NA,NA,NA,"laby_only"
"3507","ENA|CAB5736706|CAB5736706.1",NA,NA,NA,NA,"laby_only"
"3508","ENA|CAB5736714|CAB5736714.1",NA,NA,NA,NA,"laby_only"
"3509","ENA|CAB5736721|CAB5736721.1",NA,NA,NA,NA,"laby_only"
"3510","ENA|CAB5736726|CAB5736726.1",NA,NA,NA,NA,"laby_only"
"3511","ENA|CAB5736736|CAB5736736.1",NA,NA,NA,NA,"laby_only"
"3512","ENA|CAB5736742|CAB5736742.1",NA,NA,NA,NA,"laby_only"
"3513","ENA|CAB5736745|CAB5736745.1",NA,NA,NA,NA,"laby_only"
"3514","ENA|CAB5736756|CAB5736756.1",NA,NA,NA,NA,"laby_only"
"3515","ENA|CAB5736762|CAB5736762.1",NA,NA,NA,NA,"laby_only"
"3516","ENA|CAB5736766|CAB5736766.1",NA,NA,NA,NA,"laby_only"
"3517","ENA|CAB5736769|CAB5736769.1",NA,NA,NA,NA,"laby_only"
"3518","ENA|CAB5736774|CAB5736774.1",NA,NA,NA,NA,"laby_only"
"3519","ENA|CAB5736780|CAB5736780.1",NA,NA,NA,NA,"laby_only"
"3520","ENA|CAB5736785|CAB5736785.1",NA,NA,NA,NA,"laby_only"
"3521","ENA|CAB5736799|CAB5736799.1",NA,NA,NA,NA,"laby_only"
"3522","ENA|CAB5736804|CAB5736804.1",NA,NA,NA,NA,"laby_only"
"3523","ENA|CAB5736809|CAB5736809.1",NA,NA,NA,NA,"laby_only"
"3524","ENA|CAB5736816|CAB5736816.1",NA,NA,NA,NA,"laby_only"
"3525","ENA|CAB5736822|CAB5736822.1",NA,NA,NA,NA,"laby_only"
"3526","ENA|CAB5736827|CAB5736827.1",NA,NA,NA,NA,"laby_only"
"3527","ENA|CAB5736844|CAB5736844.1",NA,NA,NA,NA,"laby_only"
"3528","ENA|CAB5736850|CAB5736850.1",NA,NA,NA,NA,"laby_only"
"3529","ENA|CAB5736859|CAB5736859.1",NA,NA,NA,NA,"laby_only"
"3530","ENA|CAB5736863|CAB5736863.1",NA,NA,NA,NA,"laby_only"
"3531","ENA|CAB5736868|CAB5736868.1",NA,NA,NA,NA,"laby_only"
"3532","ENA|CAB5736874|CAB5736874.1",NA,NA,NA,NA,"laby_only"
"3533","ENA|CAB5736880|CAB5736880.1",NA,NA,NA,NA,"laby_only"
"3534","ENA|CAB5736889|CAB5736889.1",NA,NA,NA,NA,"laby_only"
"3535","ENA|CAB5736896|CAB5736896.1",NA,NA,NA,NA,"laby_only"
"3536","ENA|CAB5736900|CAB5736900.1",NA,NA,NA,NA,"laby_only"
"3537","ENA|CAB5736905|CAB5736905.1",NA,NA,NA,NA,"laby_only"
"3538","ENA|CAB5736911|CAB5736911.1",NA,NA,NA,NA,"laby_only"
"3539","ENA|CAB5736919|CAB5736919.1",NA,NA,NA,NA,"laby_only"
"3540","ENA|CAB5736927|CAB5736927.1",NA,NA,NA,NA,"laby_only"
"3541","ENA|CAB5736934|CAB5736934.1",NA,NA,NA,NA,"laby_only"
"3542","ENA|CAB5736939|CAB5736939.1",NA,NA,NA,NA,"laby_only"
"3543","ENA|CAB5736945|CAB5736945.1",NA,NA,NA,NA,"laby_only"
"3544","ENA|CAB5736949|CAB5736949.1",NA,NA,NA,NA,"laby_only"
"3545","ENA|CAB5736954|CAB5736954.1",NA,NA,NA,NA,"laby_only"
"3546","ENA|CAB5736958|CAB5736958.1",NA,NA,NA,NA,"laby_only"
"3547","ENA|CAB5736962|CAB5736962.1",NA,NA,NA,NA,"laby_only"
"3548","ENA|CAB5736968|CAB5736968.1",NA,NA,NA,NA,"laby_only"
"3549","ENA|CAB5736974|CAB5736974.1",NA,NA,NA,NA,"laby_only"
"3550","ENA|CAB5736980|CAB5736980.1",NA,NA,NA,NA,"laby_only"
"3551","ENA|CAB5736985|CAB5736985.1",NA,NA,NA,NA,"laby_only"
"3552","ENA|CAB5736994|CAB5736994.1",NA,NA,NA,NA,"laby_only"
"3553","ENA|CAB5736998|CAB5736998.1",NA,NA,NA,NA,"laby_only"
"3554","ENA|CAB5737003|CAB5737003.1",NA,NA,NA,NA,"laby_only"
"3555","ENA|CAB5737007|CAB5737007.1",NA,NA,NA,NA,"laby_only"
"3556","ENA|CAB5737015|CAB5737015.1",NA,NA,NA,NA,"laby_only"
"3557","ENA|CAB5737019|CAB5737019.1",NA,NA,NA,NA,"laby_only"
"3558","ENA|CAB5737024|CAB5737024.1",NA,NA,NA,NA,"laby_only"
"3559","ENA|CAB5737030|CAB5737030.1",NA,NA,NA,NA,"laby_only"
"3560","ENA|CAB5737035|CAB5737035.1",NA,NA,NA,NA,"laby_only"
"3561","ENA|CAB5737038|CAB5737038.1",NA,NA,NA,NA,"laby_only"
"3562","ENA|CAB5737046|CAB5737046.1",NA,NA,NA,NA,"laby_only"
"3563","ENA|CAB5737053|CAB5737053.1",NA,NA,NA,NA,"laby_only"
"3564","ENA|CAB5737059|CAB5737059.1",NA,NA,NA,NA,"laby_only"
"3565","ENA|CAB5737063|CAB5737063.1",NA,NA,NA,NA,"laby_only"
"3566","ENA|CAB5737067|CAB5737067.1",NA,NA,NA,NA,"laby_only"
"3567","ENA|CAB5737072|CAB5737072.1",NA,NA,NA,NA,"laby_only"
"3568","ENA|CAB5737075|CAB5737075.1",NA,NA,NA,NA,"laby_only"
"3569","ENA|CAB5737079|CAB5737079.1",NA,NA,NA,NA,"laby_only"
"3570","ENA|CAB5737083|CAB5737083.1",NA,NA,NA,NA,"laby_only"
"3571","ENA|CAB5737086|CAB5737086.1",NA,NA,NA,NA,"laby_only"
"3572","ENA|CAB5737091|CAB5737091.1",NA,NA,NA,NA,"laby_only"
"3573","ENA|CAB5737106|CAB5737106.1",NA,NA,NA,NA,"laby_only"
"3574","ENA|CAB5737116|CAB5737116.1",NA,NA,NA,NA,"laby_only"
"3575","ENA|CAB5737122|CAB5737122.1",NA,NA,NA,NA,"laby_only"
"3576","ENA|CAB5737127|CAB5737127.1",NA,NA,NA,NA,"laby_only"
"3577","ENA|CAB5737130|CAB5737130.1",NA,NA,NA,NA,"laby_only"
"3578","ENA|CAB5737134|CAB5737134.1",NA,NA,NA,NA,"laby_only"
"3579","ENA|CAB5737139|CAB5737139.1",NA,NA,NA,NA,"laby_only"
"3580","ENA|CAB5737153|CAB5737153.1",NA,NA,NA,NA,"laby_only"
"3581","ENA|CAB5737167|CAB5737167.1",NA,NA,NA,NA,"laby_only"
"3582","ENA|CAB5737170|CAB5737170.1",NA,NA,NA,NA,"laby_only"
"3583","ENA|CAB5737174|CAB5737174.1",NA,NA,NA,NA,"laby_only"
"3584","ENA|CAB5737179|CAB5737179.1",NA,NA,NA,NA,"laby_only"
"3585","ENA|CAB5737188|CAB5737188.1",NA,NA,NA,NA,"laby_only"
"3586","ENA|CAB5737193|CAB5737193.1",NA,NA,NA,NA,"laby_only"
"3587","ENA|CAB5737210|CAB5737210.1",NA,NA,NA,NA,"laby_only"
"3588","ENA|CAB5737215|CAB5737215.1",NA,NA,NA,NA,"laby_only"
"3589","ENA|CAB5737220|CAB5737220.1",NA,NA,NA,NA,"laby_only"
"3590","ENA|CAB5737226|CAB5737226.1",NA,NA,NA,NA,"laby_only"
"3591","ENA|CAB5737231|CAB5737231.1",NA,NA,NA,NA,"laby_only"
"3592","ENA|CAB5737236|CAB5737236.1",NA,NA,NA,NA,"laby_only"
"3593","ENA|CAB5737241|CAB5737241.1",NA,NA,NA,NA,"laby_only"
"3594","ENA|CAB5737248|CAB5737248.1",NA,NA,NA,NA,"laby_only"
"3595","ENA|CAB5737252|CAB5737252.1",NA,NA,NA,NA,"laby_only"
"3596","ENA|CAB5737264|CAB5737264.1",NA,NA,NA,NA,"laby_only"
"3597","ENA|CAB5737267|CAB5737267.1",NA,NA,NA,NA,"laby_only"
"3598","ENA|CAB5737276|CAB5737276.1",NA,NA,NA,NA,"laby_only"
"3599","ENA|CAB5737282|CAB5737282.1",NA,NA,NA,NA,"laby_only"
"3600","ENA|CAB5737287|CAB5737287.1",NA,NA,NA,NA,"laby_only"
"3601","ENA|CAB5737294|CAB5737294.1",NA,NA,NA,NA,"laby_only"
"3602","ENA|CAB5737297|CAB5737297.1",NA,NA,NA,NA,"laby_only"
"3603","ENA|CAB5737303|CAB5737303.1",NA,NA,NA,NA,"laby_only"
"3604","ENA|CAB5737305|CAB5737305.1",NA,NA,NA,NA,"laby_only"
